County,Cases,Deaths,Recovered,ReportDate
TULSA,1825,64,1166,2020-06-17
OKLAHOMA,1754,65,1349,2020-06-17
TEXAS,975,6,953,2020-06-17
CLEVELAND,576,40,491,2020-06-17
WASHINGTON,357,38,306,2020-06-17
COMANCHE,342,4,301,2020-06-17
WAGONER,181,17,137,2020-06-17
CADDO,178,10,159,2020-06-17
CANADIAN,167,3,136,2020-06-17
MCCURTAIN,166,2,95,2020-06-17
PAYNE,156,1,51,2020-06-17
GRADY,120,4,103,2020-06-17
MCCLAIN,118,4,105,2020-06-17
OSAGE,116,8,97,2020-06-17
DELAWARE,112,16,85,2020-06-17
CREEK,108,7,95,2020-06-17
CHOCTAW,106,1,96,2020-06-17
ROGERS,98,5,82,2020-06-17
ADAIR,96,4,89,2020-06-17
POTTAWATOMIE,78,4,60,2020-06-17
MUSKOGEE,77,8,48,2020-06-17
KAY,70,7,50,2020-06-17
GREER,66,7,57,2020-06-17
CARTER,60,1,52,2020-06-17
MAYES,59,4,32,2020-06-17
BRYAN,57,1,39,2020-06-17
CHEROKEE,52,1,32,2020-06-17
GARFIELD,51,1,28,2020-06-17
STEPHENS,48,1,40,2020-06-17
PITTSBURG,44,3,39,2020-06-17
CUSTER,42,0,35,2020-06-17
OTTAWA,42,2,33,2020-06-17
PAWNEE,41,2,33,2020-06-17
GARVIN,33,1,17,2020-06-17
JACKSON,32,3,25,2020-06-17
OKMULGEE,31,0,25,2020-06-17
SEMINOLE,31,3,28,2020-06-17
BEAVER,30,0,30,2020-06-17
NOWATA,26,1,22,2020-06-17
LOVE,25,0,19,2020-06-17
LINCOLN,24,2,20,2020-06-17
LOGAN,24,1,19,2020-06-17
MCINTOSH,23,1,13,2020-06-17
TILLMAN,23,1,22,2020-06-17
PONTOTOC,22,2,15,2020-06-17
SEQUOYAH,21,3,15,2020-06-17
LE FLORE,20,1,14,2020-06-17
MARSHALL,20,0,11,2020-06-17
NOBLE,20,0,8,2020-06-17
CRAIG,16,0,16,2020-06-17
KINGFISHER,13,0,12,2020-06-17
MURRAY,13,0,6,2020-06-17
WOODWARD,11,0,6,2020-06-17
BLAINE,11,0,9,2020-06-17
ATOKA,9,0,4,2020-06-17
BECKHAM,8,0,7,2020-06-17
PUSHMATAHA,7,0,4,2020-06-17
LATIMER,7,1,5,2020-06-17
KIOWA,6,0,4,2020-06-17
HASKELL,6,0,6,2020-06-17
MAJOR,6,1,5,2020-06-17
OKFUSKEE,6,0,6,2020-06-17
COAL,6,0,4,2020-06-17
JOHNSTON,6,0,5,2020-06-17
COTTON,5,2,3,2020-06-17
WOODS,5,0,4,2020-06-17
DEWEY,4,0,2,2020-06-17
JEFFERSON,4,0,4,2020-06-17
HUGHES,3,0,3,2020-06-17
WASHITA,3,0,1,2020-06-17
GRANT,2,0,2,2020-06-17
CIMARRON,1,0,1,2020-06-17
HARPER,1,0,1,2020-06-17
HARMON,1,0,0,2020-06-17
ALFALFA,1,0,1,2020-06-17
