County,Cases,Deaths,Recovered,ReportDate
OKLAHOMA,997,43,736,2020-05-12
TULSA,717,37,554,2020-05-12
CLEVELAND,457,33,368,2020-05-12
TEXAS,424,4,216,2020-05-12
WASHINGTON,300,28,234,2020-05-12
COMANCHE,151,2,79,2020-05-12
WAGONER,130,17,94,2020-05-12
CANADIAN,114,3,91,2020-05-12
CADDO,109,9,57,2020-05-12
DELAWARE,94,16,70,2020-05-12
OSAGE,90,8,62,2020-05-12
MCCLAIN,85,2,62,2020-05-12
CREEK,82,7,67,2020-05-12
ADAIR,74,3,55,2020-05-12
ROGERS,71,5,59,2020-05-12
GREER,66,7,55,2020-05-12
POTTAWATOMIE,54,4,40,2020-05-12
GRADY,52,2,39,2020-05-12
KAY,48,7,38,2020-05-12
PAYNE,44,1,41,2020-05-12
PITTSBURG,39,3,28,2020-05-12
OTTAWA,34,2,25,2020-05-12
CHEROKEE,30,1,23,2020-05-12
MUSKOGEE,29,6,20,2020-05-12
PAWNEE,29,2,22,2020-05-12
MAYES,26,4,20,2020-05-12
NOWATA,23,0,19,2020-05-12
STEPHENS,22,1,21,2020-05-12
GARFIELD,21,1,13,2020-05-12
SEMINOLE,21,2,11,2020-05-12
JACKSON,20,1,17,2020-05-12
BEAVER,19,0,12,2020-05-12
TILLMAN,19,1,1,2020-05-12
LOGAN,18,1,15,2020-05-12
LINCOLN,17,2,10,2020-05-12
OKMULGEE,16,0,16,2020-05-12
GARVIN,15,1,12,2020-05-12
SEQUOYAH,14,3,7,2020-05-12
LE FLORE,13,1,11,2020-05-12
CRAIG,12,0,10,2020-05-12
BRYAN,12,1,6,2020-05-12
CUSTER,12,0,11,2020-05-12
PONTOTOC,10,2,8,2020-05-12
KINGFISHER,9,0,8,2020-05-12
MCCURTAIN,8,0,7,2020-05-12
NOBLE,7,0,5,2020-05-12
BECKHAM,6,0,4,2020-05-12
KIOWA,6,0,4,2020-05-12
CARTER,6,1,1,2020-05-12
MAJOR,6,1,2,2020-05-12
MCINTOSH,5,0,3,2020-05-12
HASKELL,5,0,5,2020-05-12
COTTON,5,2,3,2020-05-12
LATIMER,5,1,2,2020-05-12
WOODS,3,0,2,2020-05-12
LOVE,3,0,1,2020-05-12
CHOCTAW,3,0,1,2020-05-12
JEFFERSON,3,0,2,2020-05-12
JOHNSTON,3,0,3,2020-05-12
ATOKA,2,0,2,2020-05-12
MURRAY,2,0,1,2020-05-12
BLAINE,2,0,0,2020-05-12
GRANT,2,0,2,2020-05-12
MARSHALL,2,0,2,2020-05-12
DEWEY,2,0,2,2020-05-12
WOODWARD,1,0,1,2020-05-12
CIMARRON,1,0,1,2020-05-12
HARPER,1,0,1,2020-05-12
,1,0,0,2020-05-12
ALFALFA,1,0,1,2020-05-12
PUSHMATAHA,1,0,1,2020-05-12
OKFUSKEE,1,0,1,2020-05-12
