ï»¿OBJECTID,CNTYNAME,CNTYFIPS,ADPHDistrict,CONFIRMED,DIED,Shape__Area,Shape__Length,GlobalID,LabTestCount
49326,Autauga,01001,East Central,877,20,0.150198352049983,2.1379328255407,5672e0d4-2c71-484d-9b97-605395f41b63,6007
49327,Baldwin,01003,Southwestern,2423,16,0.400159431601878,6.69300034847276,a8a0c22a-078f-4b47-b21a-db6342fe1ade,24238
49328,Barbour,01005,Southeastern,501,4,0.223267704174077,2.69097505269632,bef83b86-7bff-4bfc-9377-c03ab2f57673,2750
49329,Bibb,01007,West Central,284,2,0.156476914356972,1.8951692775798,2fbf2d22-1a9a-4a74-9803-414228f5ee44,2784
49330,Blount,01009,Northeastern,528,1,0.164406638341006,2.45274784751908,eb90244f-dd85-4317-b202-40dcf3d33fb3,5025
49331,Bullock,01011,East Central,403,11,0.154671563531792,2.06480197165101,daa1be2b-3490-442e-a904-7b40869dbd02,1601
49332,Butler,01013,Southeastern,698,34,0.191776547733298,1.83587954870993,3828ec9c-6bb9-4e26-8d25-1ef28fca3fd8,2888
49333,Calhoun,01015,Northeastern,908,6,0.154366224232035,2.21070839394633,f59b8166-de0a-4bde-a0a9-72a67e6110f6,10876
49334,Chambers,01017,East Central,756,34,0.150563980768084,1.72306516183319,97daf83a-1106-47fe-b72f-653d50c25eb7,4226
49335,Cherokee,01019,Northeastern,181,7,0.151975822791428,1.89808177880757,a40eb888-68c8-4f7b-9323-339730d828a8,2047
49336,Chilton,01021,West Central,527,4,0.174837510280213,2.09165532433194,7cc4cc1f-fea2-4129-9d3d-31f45955d7d2,4269
49337,Choctaw,01023,Southwestern,245,12,0.227681129400253,2.68700551554037,a8013ec5-ac5c-4d06-8b0c-71b5e54739e3,855
49338,Clarke,01025,Southwestern,416,9,0.308508819690587,3.78655552072513,e4d31ecd-ddae-4ea6-aa57-3336688fb16d,3196
49339,Clay,01027,Northeastern,136,2,0.151874743437702,2.02332180215824,463bd412-98f7-4bdf-83a0-661319cfa35b,1348
49340,Cleburne,01029,Northeastern,84,1,0.141259985723536,2.17578212063938,e46581b8-d228-49fb-b6a6-b61e6461864a,827
49341,Coffee,01031,Southeastern,591,5,0.167143203828118,1.67989540600381,97c9d4eb-49e8-4d21-b246-c576251fd946,5030
49342,Colbert,01033,Northern,823,10,0.15857369348987,2.31239229125845,def41fd6-1435-474a-b1fe-41f00195c626,6695
49343,Conecuh,01035,Southwestern,310,9,0.209509978242295,2.59686142559656,a8f1e0ed-50d7-499a-85f1-c43709baf54f,1401
49344,Coosa,01037,East Central,74,2,0.16640708911109,1.7505584986585,b0601628-c9e9-440b-9ead-3da06304888d,711
