County,Cases,Deaths,Recovered,ReportDate
TULSA,3544,69,2509,2020-07-01
OKLAHOMA,3029,70,2146,2020-07-01
TEXAS,986,6,973,2020-07-01
CLEVELAND,911,40,685,2020-07-01
MCCURTAIN,483,4,294,2020-07-01
COMANCHE,408,5,366,2020-07-01
WASHINGTON,400,39,343,2020-07-01
PAYNE,387,1,254,2020-07-01
CANADIAN,289,3,215,2020-07-01
WAGONER,269,19,193,2020-07-01
CADDO,189,11,167,2020-07-01
ROGERS,186,6,129,2020-07-01
OSAGE,168,8,138,2020-07-01
MCCLAIN,167,4,135,2020-07-01
DELAWARE,153,16,108,2020-07-01
CREEK,147,7,118,2020-07-01
GRADY,139,5,116,2020-07-01
MUSKOGEE,123,11,80,2020-07-01
ADAIR,115,4,105,2020-07-01
CHOCTAW,112,1,104,2020-07-01
POTTAWATOMIE,105,4,81,2020-07-01
BRYAN,100,1,70,2020-07-01
KAY,98,7,70,2020-07-01
CARTER,95,1,72,2020-07-01
MAYES,82,5,61,2020-07-01
CHEROKEE,79,1,61,2020-07-01
GARVIN,73,1,52,2020-07-01
OTTAWA,73,2,42,2020-07-01
GARFIELD,68,2,55,2020-07-01
GREER,66,7,57,2020-07-01
STEPHENS,63,1,50,2020-07-01
OKMULGEE,62,0,43,2020-07-01
MCINTOSH,59,1,40,2020-07-01
PITTSBURG,58,3,46,2020-07-01
PAWNEE,57,2,44,2020-07-01
CUSTER,54,0,52,2020-07-01
LOGAN,49,1,28,2020-07-01
PONTOTOC,42,2,24,2020-07-01
SEMINOLE,41,3,32,2020-07-01
SEQUOYAH,40,3,23,2020-07-01
NOBLE,39,0,29,2020-07-01
JACKSON,38,3,26,2020-07-01
NOWATA,34,1,29,2020-07-01
LE FLORE,33,1,25,2020-07-01
MARSHALL,32,0,24,2020-07-01
LINCOLN,30,2,25,2020-07-01
BEAVER,30,0,30,2020-07-01
LOVE,30,0,28,2020-07-01
KINGFISHER,26,0,20,2020-07-01
TILLMAN,23,1,22,2020-07-01
CRAIG,22,0,19,2020-07-01
ATOKA,20,0,13,2020-07-01
MURRAY,18,0,13,2020-07-01
BLAINE,14,0,11,2020-07-01
OKFUSKEE,14,0,8,2020-07-01
PUSHMATAHA,13,0,10,2020-07-01
JOHNSTON,13,0,9,2020-07-01
WOODWARD,12,0,11,2020-07-01
BECKHAM,11,0,8,2020-07-01
LATIMER,11,1,7,2020-07-01
HUGHES,11,0,7,2020-07-01
KIOWA,10,1,6,2020-07-01
HASKELL,9,0,7,2020-07-01
COAL,8,0,6,2020-07-01
JEFFERSON,8,0,4,2020-07-01
MAJOR,8,1,7,2020-07-01
WOODS,7,0,5,2020-07-01
COTTON,5,2,3,2020-07-01
DEWEY,4,0,4,2020-07-01
WASHITA,3,0,2,2020-07-01
GRANT,2,0,2,2020-07-01
CIMARRON,1,0,1,2020-07-01
ALFALFA,1,0,1,2020-07-01
HARPER,1,0,1,2020-07-01
ELLIS,1,0,1,2020-07-01
HARMON,1,0,0,2020-07-01
