County,Cases,Deaths,Recovered,ReportDate
OKLAHOMA,1284,61,1119,2020-06-01
TULSA,1022,54,814,2020-06-01
TEXAS,926,5,859,2020-06-01
CLEVELAND,503,37,446,2020-06-01
OTHER*,383,16,282,2020-06-01
WASHINGTON,325,35,274,2020-06-01
COMANCHE,283,3,233,2020-06-01
CADDO,162,10,122,2020-06-01
WAGONER,150,17,127,2020-06-01
CANADIAN,133,3,118,2020-06-01
MCCLAIN,105,3,93,2020-06-01
DELAWARE,100,16,82,2020-06-01
GRADY,97,3,68,2020-06-01
CREEK,95,7,83,2020-06-01
OSAGE,95,8,85,2020-06-01
ADAIR,88,3,75,2020-06-01
ROGERS,81,5,70,2020-06-01
POTTAWATOMIE,62,4,52,2020-06-01
KAY,54,7,44,2020-06-01
MUSKOGEE,48,6,28,2020-06-01
CARTER,45,1,17,2020-06-01
PAYNE,45,1,44,2020-06-01
MCCURTAIN,41,1,16,2020-06-01
PITTSBURG,41,3,37,2020-06-01
STEPHENS,38,1,33,2020-06-01
OTTAWA,35,2,33,2020-06-01
MAYES,30,4,26,2020-06-01
BRYAN,29,1,19,2020-06-01
CHEROKEE,29,1,27,2020-06-01
GARFIELD,28,1,25,2020-06-01
JACKSON,27,3,19,2020-06-01
OKMULGEE,26,0,20,2020-06-01
SEMINOLE,26,2,19,2020-06-01
LINCOLN,22,2,19,2020-06-01
CUSTER,20,0,12,2020-06-01
LOGAN,19,1,17,2020-06-01
GARVIN,18,1,14,2020-06-01
SEQUOYAH,15,3,11,2020-06-01
PONTOTOC,14,2,8,2020-06-01
LE FLORE,14,1,11,2020-06-01
BECKHAM,10,0,6,2020-06-01
WOODWARD,5,0,4,2020-06-01
