County,Cases,Deaths,Recovered,ReportDate
OKLAHOMA,822,33,556,2020-05-02
TULSA,607,34,421,2020-05-02
CLEVELAND,430,29,321,2020-05-02
WASHINGTON,268,23,141,2020-05-02
TEXAS,172,2,56,2020-05-02
WAGONER,122,15,91,2020-05-02
CANADIAN,98,3,76,2020-05-02
DELAWARE,91,13,71,2020-05-02
COMANCHE,84,2,61,2020-05-02
CREEK,80,6,60,2020-05-02
OSAGE,76,8,54,2020-05-02
MCCLAIN,74,2,20,2020-05-02
ROGERS,65,4,41,2020-05-02
ADAIR,65,3,37,2020-05-02
GREER,65,6,51,2020-05-02
CADDO,64,8,42,2020-05-02
POTTAWATOMIE,51,4,32,2020-05-02
KAY,47,7,38,2020-05-02
PAYNE,44,1,39,2020-05-02
GRADY,38,2,25,2020-05-02
PITTSBURG,35,2,20,2020-05-02
OTTAWA,34,1,25,2020-05-02
PAWNEE,29,2,21,2020-05-02
CHEROKEE,27,1,21,2020-05-02
MUSKOGEE,27,6,20,2020-05-02
MAYES,24,4,16,2020-05-02
STEPHENS,22,1,19,2020-05-02
NOWATA,21,0,12,2020-05-02
GARFIELD,18,1,8,2020-05-02
OKMULGEE,16,0,14,2020-05-02
LOGAN,16,1,10,2020-05-02
JACKSON,16,0,11,2020-05-02
GARVIN,14,1,11,2020-05-02
LINCOLN,14,1,8,2020-05-02
BEAVER,13,0,1,2020-05-02
LE FLORE,13,0,6,2020-05-02
SEMINOLE,12,2,7,2020-05-02
SEQUOYAH,12,3,7,2020-05-02
CRAIG,11,0,7,2020-05-02
PONTOTOC,10,2,8,2020-05-02
CUSTER,10,0,10,2020-05-02
BRYAN,9,1,3,2020-05-02
KINGFISHER,8,0,7,2020-05-02
MCCURTAIN,8,0,7,2020-05-02
NOBLE,6,0,5,2020-05-02
BECKHAM,5,0,2,2020-05-02
KIOWA,5,0,2,2020-05-02
LATIMER,5,1,2,2020-05-02
COTTON,5,1,3,2020-05-02
HASKELL,5,0,3,2020-05-02
WOODS,3,0,2,2020-05-02
CARTER,3,1,0,2020-05-02
JOHNSTON,3,0,3,2020-05-02
CHOCTAW,3,0,1,2020-05-02
MAJOR,3,1,1,2020-05-02
MCINTOSH,2,0,2,2020-05-02
MARSHALL,2,0,2,2020-05-02
LOVE,2,0,1,2020-05-02
MURRAY,2,0,1,2020-05-02
JEFFERSON,2,0,2,2020-05-02
TILLMAN,2,0,1,2020-05-02
DEWEY,2,0,2,2020-05-02
GRANT,2,0,2,2020-05-02
ALFALFA,1,0,1,2020-05-02
WOODWARD,1,0,1,2020-05-02
HARPER,1,0,1,2020-05-02
CIMARRON,1,0,0,2020-05-02
PUSHMATAHA,1,0,0,2020-05-02
OKFUSKEE,1,0,1,2020-05-02
ATOKA,1,0,1,2020-05-02
