OBJECTID,STAETFP,COUNTYFP,GEOID,COUNTY,LABEL,FULL_,County_Pos_Cases,County_Population,County_Rate_Per_100_000,State_Population,State_Pos_Unknown,State_Pos_Cases,Data_Source,Date_Data_Last_Updated,State_Number_Tested,State_Number_Hospitalizations,State_Deaths,State_Number_of_Counties_Pos,State_Rate_Per_100000,Shape__Area,Shape__Length,State_Number_Outbreaks
1,08,109,08109,SAGUACHE,Saguache,Saguache County,3,6837,-1,5695430,156,7303,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 11, 2020",37153,1417,290,56,128.25,13273871024.1289,529491.079018544,68
2,08,115,08115,SEDGWICK,Sedgwick,Sedgwick County,0,2275,0,5695430,156,7303,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 11, 2020",37153,1417,290,56,128.25,2491281577.11719,208249.56871408,68
3,08,017,08017,CHEYENNE,Cheyenne,Cheyenne County,0,1862,0,5695430,156,7303,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 11, 2020",37153,1417,290,56,128.25,7613550869.75391,373455.831824096,68
4,08,027,08027,CUSTER,Custer,Custer County,2,4928,-1,5695430,156,7303,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 11, 2020",37153,1417,290,56,128.25,3100361575.17578,290994.589030107,68
5,08,067,08067,LA PLATA,La Plata,La Plata County,44,56403,78.01,5695430,156,7303,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 11, 2020",37153,1417,290,56,128.25,6966607866.58203,371001.027724019,68
6,08,111,08111,SAN JUAN,San Juan,San Juan County,0,762,0,5695430,156,7303,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 11, 2020",37153,1417,290,56,128.25,1611963627.42969,209303.346789561,68
7,08,097,08097,PITKIN,Pitkin,Pitkin County,49,17879,274.06,5695430,156,7303,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 11, 2020",37153,1417,290,56,128.25,4204962607.14063,360368.050497512,68
8,08,093,08093,PARK,Park,Park County,6,18557,32.33,5695430,156,7303,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 11, 2020",37153,1417,290,56,128.25,9525822458.41406,477017.520520283,68
9,08,003,08003,ALAMOSA,Alamosa,Alamosa County,7,16184,43.25,5695430,156,7303,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 11, 2020",37153,1417,290,56,128.25,2987314188.43359,224661.437209443,68
10,08,099,08099,PROWERS,Prowers,Prowers County,1,12078,-1,5695430,156,7303,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 11, 2020",37153,1417,290,56,128.25,6861386117.78516,333326.752196427,68
11,08,081,08081,MOFFAT,Moffat,Moffat County,3,13181,-1,5695430,156,7303,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 11, 2020",37153,1417,290,56,128.25,21378597682.3633,615436.363722786,68
12,08,059,08059,JEFFERSON,Jefferson,Jefferson County,763,579491,131.67,5695430,156,7303,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 11, 2020",37153,1417,290,56,128.25,3379799618.59766,374132.11754513,68
13,08,117,08117,SUMMIT,Summit,Summit County,68,30973,219.55,5695430,156,7303,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 11, 2020",37153,1417,290,56,128.25,2707648429.75781,325660.775440309,68
14,08,101,08101,PUEBLO,Pueblo,Pueblo County,58,167116,34.71,5695430,156,7303,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 11, 2020",37153,1417,290,56,128.25,10064732291.2969,426421.345889861,68
15,08,013,08013,BOULDER,Boulder,Boulder County,264,325476,81.11,5695430,156,7303,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 11, 2020",37153,1417,290,56,128.25,3280791024.07031,290982.502053684,68
16,08,031,08031,DENVER,Denver,Denver County,1247,717797,173.73,5695430,156,7303,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 11, 2020",37153,1417,290,56,128.25,680063925.65625,341638.127461467,68
17,08,085,08085,MONTROSE,Montrose,Montrose County,57,42260,134.88,5695430,156,7303,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 11, 2020",37153,1417,290,56,128.25,9473395348.78906,544456.741798932,68
18,08,037,08037,EAGLE,Eagle,Eagle County,452,54863,823.87,5695430,156,7303,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 11, 2020",37153,1417,290,56,128.25,7395854605.48047,390147.77807481,68
19,08,113,08113,SAN MIGUEL,San Miguel,San Miguel County,12,8177,146.75,5695430,156,7303,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 11, 2020",37153,1417,290,56,128.25,5384599734.96484,409162.439815051,68
20,08,023,08023,COSTILLA,Costilla,Costilla County,3,3809,-1,5695430,156,7303,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 11, 2020",37153,1417,290,56,128.25,5044736712.28125,326902.580049715,68
21,08,014,08014,BROOMFIELD,Broomfield,Broomfield County,81,69453,116.63,5695430,156,7303,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 11, 2020",37153,1417,290,56,128.25,148046030.359375,146355.830495437,68
22,08,015,08015,CHAFFEE,Chaffee,Chaffee County,28,20028,139.8,5695430,156,7303,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 11, 2020",37153,1417,290,56,128.25,4328004367.16797,386588.205582361,68
23,08,025,08025,CROWLEY,Crowley,Crowley County,2,5857,-1,5695430,156,7303,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 11, 2020",37153,1417,290,56,128.25,3373467236.0625,243673.421602718,68
24,08,043,08043,FREMONT,Fremont,Fremont County,7,47912,14.61,5695430,156,7303,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 11, 2020",37153,1417,290,56,128.25,6491723772.80859,368122.636694602,68
25,08,055,08055,HUERFANO,Huerfano,Huerfano County,1,6854,-1,5695430,156,7303,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 11, 2020",37153,1417,290,56,128.25,6600175788.24219,473895.539017731,68
26,08,029,08029,DELTA,Delta,Delta County,6,30936,19.39,5695430,156,7303,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 11, 2020",37153,1417,290,56,128.25,4913548287.83594,340015.070505667,68
27,08,045,08045,GARFIELD,Garfield,Garfield County,55,59807,91.96,5695430,156,7303,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 11, 2020",37153,1417,290,56,128.25,12911081555.8047,662380.047263359,68
28,08,103,08103,RIO BLANCO,Rio Blanco,Rio Blanco County,1,6305,-1,5695430,156,7303,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 11, 2020",37153,1417,290,56,128.25,14232867247.625,615863.666810983,68
29,08,087,08087,MORGAN,Morgan,Morgan County,59,28503,207,5695430,156,7303,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 11, 2020",37153,1417,290,56,128.25,5761403665.51953,305025.067510655,68
30,08,073,08073,LINCOLN,Lincoln,Lincoln County,1,5584,-1,5695430,156,7303,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 11, 2020",37153,1417,290,56,128.25,11104214487.6953,501503.379966312,68
31,08,083,08083,MONTEZUMA,Montezuma,Montezuma County,12,26159,45.87,5695430,156,7303,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 11, 2020",37153,1417,290,56,128.25,8372827720.81641,400009.056123532,68
32,08,001,08001,ADAMS,Adams,Adams County,647,511473,126.5,5695430,156,7303,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County of Identification,"Data through April 11, 2020",37153,1417,290,56,128.25,5210141150.01953,511835.400891218,68
33,08,079,08079,MINERAL,Mineral,Mineral County,2,777,-1,5695430,156,7303,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 11, 2020",37153,1417,290,56,128.25,3634702483.06641,263045.388781546,68
34,08,089,08089,OTERO,Otero,Otero County,5,18364,27.23,5695430,156,7303,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 11, 2020",37153,1417,290,56,128.25,5290668251.41406,335426.330930159,68
35,08,095,08095,PHILLIPS,Phillips,Phillips County,4,4266,-1,5695430,156,7303,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 11, 2020",37153,1417,290,56,128.25,3093819023.79688,227633.738214857,68
36,08,091,08091,OURAY,Ouray,Ouray County,4,4798,-1,5695430,156,7303,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 11, 2020",37153,1417,290,56,128.25,2274816289.12891,272615.623145942,68
37,08,011,08011,BENT,Bent,Bent County,0,5819,0,5695430,156,7303,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 11, 2020",37153,1417,290,56,128.25,6430590598.72656,323583.727603443,68
38,08,007,08007,ARCHULETA,Archuleta,Archuleta County,6,13737,43.68,5695430,156,7303,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 11, 2020",37153,1417,290,56,128.25,5542147892.29297,332854.375928837,68
39,08,107,08107,ROUTT,Routt,Routt County,36,25683,140.17,5695430,156,7303,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 11, 2020",37153,1417,290,56,128.25,10614530971.7148,532136.256905045,68
40,08,053,08053,HINSDALE,Hinsdale,Hinsdale County,2,804,-1,5695430,156,7303,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 11, 2020",37153,1417,290,56,128.25,4669808237.98828,359599.201114798,68
41,08,123,08123,WELD,Weld,Weld County,738,314251,234.84,5695430,156,7303,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 11, 2020",37153,1417,290,56,128.25,18041133099.0898,641092.26859247,68
42,08,069,08069,LARIMER,Larimer,Larimer County,187,350362,53.37,5695430,156,7303,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 11, 2020",37153,1417,290,56,128.25,11869666547.0664,482557.23477005,68
