County,Cases,Deaths,Recovered,ReportDate
OKLAHOMA,1074,46,834,2020-05-17
TULSA,781,37,647,2020-05-17
TEXAS,696,4,318,2020-05-17
CLEVELAND,468,36,399,2020-05-17
WASHINGTON,303,30,255,2020-05-17
COMANCHE,224,3,124,2020-05-17
WAGONER,137,17,101,2020-05-17
CANADIAN,117,3,96,2020-05-17
CADDO,114,10,82,2020-05-17
DELAWARE,95,16,72,2020-05-17
OSAGE,91,8,65,2020-05-17
MCCLAIN,86,2,76,2020-05-17
CREEK,84,7,72,2020-05-17
ADAIR,75,3,58,2020-05-17
ROGERS,72,5,63,2020-05-17
GREER,66,7,56,2020-05-17
GRADY,64,2,42,2020-05-17
POTTAWATOMIE,57,4,48,2020-05-17
KAY,49,7,40,2020-05-17
PAYNE,45,1,43,2020-05-17
PITTSBURG,38,3,35,2020-05-17
OTTAWA,35,2,31,2020-05-17
MUSKOGEE,30,6,22,2020-05-17
PAWNEE,29,2,25,2020-05-17
CHEROKEE,29,1,24,2020-05-17
MAYES,28,4,20,2020-05-17
STEPHENS,24,1,21,2020-05-17
GARFIELD,23,1,14,2020-05-17
NOWATA,23,0,20,2020-05-17
BEAVER,23,0,17,2020-05-17
TILLMAN,22,1,14,2020-05-17
JACKSON,21,1,18,2020-05-17
SEMINOLE,21,2,17,2020-05-17
LOGAN,18,1,16,2020-05-17
LINCOLN,18,2,14,2020-05-17
OKMULGEE,18,0,16,2020-05-17
GARVIN,15,1,13,2020-05-17
CRAIG,14,0,12,2020-05-17
SEQUOYAH,14,3,10,2020-05-17
BRYAN,14,1,12,2020-05-17
LE FLORE,13,1,11,2020-05-17
CUSTER,12,0,12,2020-05-17
PONTOTOC,11,2,8,2020-05-17
MCCURTAIN,11,0,9,2020-05-17
KINGFISHER,10,0,10,2020-05-17
MCINTOSH,10,0,5,2020-05-17
CARTER,9,1,4,2020-05-17
NOBLE,7,0,6,2020-05-17
BECKHAM,6,0,6,2020-05-17
MAJOR,6,1,3,2020-05-17
KIOWA,6,0,4,2020-05-17
LATIMER,6,1,4,2020-05-17
COTTON,5,2,3,2020-05-17
HASKELL,5,0,5,2020-05-17
CHOCTAW,4,0,3,2020-05-17
MARSHALL,4,0,2,2020-05-17
JOHNSTON,3,0,3,2020-05-17
BLAINE,3,0,1,2020-05-17
JEFFERSON,3,0,3,2020-05-17
LOVE,3,0,3,2020-05-17
WOODS,3,0,3,2020-05-17
DEWEY,2,0,2,2020-05-17
MURRAY,2,0,2,2020-05-17
GRANT,2,0,2,2020-05-17
OKFUSKEE,2,0,1,2020-05-17
ATOKA,1,0,1,2020-05-17
CIMARRON,1,0,1,2020-05-17
ALFALFA,1,0,1,2020-05-17
HARPER,1,0,1,2020-05-17
WASHITA,1,0,0,2020-05-17
PUSHMATAHA,1,0,1,2020-05-17
WOODWARD,1,0,1,2020-05-17
