County,Cases,Deaths,Recovered,ReportDate
TULSA,2206,66,1368,2020-06-20
OKLAHOMA,1990,65,1469,2020-06-20
TEXAS,978,6,963,2020-06-20
CLEVELAND,640,40,503,2020-06-20
WASHINGTON,367,38,310,2020-06-20
COMANCHE,364,5,312,2020-06-20
MCCURTAIN,245,2,115,2020-06-20
PAYNE,215,1,54,2020-06-20
WAGONER,202,17,142,2020-06-20
CANADIAN,192,3,144,2020-06-20
CADDO,180,10,161,2020-06-20
OSAGE,130,8,101,2020-06-20
MCCLAIN,124,4,106,2020-06-20
GRADY,123,4,110,2020-06-20
ROGERS,123,5,91,2020-06-20
CREEK,122,7,98,2020-06-20
DELAWARE,115,16,89,2020-06-20
CHOCTAW,107,1,98,2020-06-20
ADAIR,104,4,89,2020-06-20
MUSKOGEE,92,9,52,2020-06-20
POTTAWATOMIE,83,4,64,2020-06-20
KAY,79,7,55,2020-06-20
BRYAN,69,1,43,2020-06-20
CARTER,66,1,56,2020-06-20
GREER,66,7,57,2020-06-20
CHEROKEE,65,1,35,2020-06-20
MAYES,65,4,36,2020-06-20
GARFIELD,55,1,45,2020-06-20
CUSTER,49,0,38,2020-06-20
STEPHENS,49,1,42,2020-06-20
PITTSBURG,48,3,40,2020-06-20
PAWNEE,47,2,35,2020-06-20
GARVIN,43,1,20,2020-06-20
OTTAWA,43,2,35,2020-06-20
OKMULGEE,40,0,31,2020-06-20
SEMINOLE,33,3,28,2020-06-20
JACKSON,32,3,25,2020-06-20
BEAVER,30,0,30,2020-06-20
MCINTOSH,29,1,13,2020-06-20
NOWATA,27,1,23,2020-06-20
LE FLORE,26,1,15,2020-06-20
LOGAN,26,1,20,2020-06-20
NOBLE,26,0,11,2020-06-20
LINCOLN,25,2,20,2020-06-20
LOVE,25,0,22,2020-06-20
PONTOTOC,23,2,19,2020-06-20
TILLMAN,23,1,22,2020-06-20
SEQUOYAH,22,3,16,2020-06-20
MARSHALL,22,0,11,2020-06-20
CRAIG,18,0,16,2020-06-20
KINGFISHER,18,0,12,2020-06-20
BLAINE,14,0,9,2020-06-20
ATOKA,13,0,5,2020-06-20
MURRAY,13,0,10,2020-06-20
WOODWARD,12,0,8,2020-06-20
PUSHMATAHA,9,0,5,2020-06-20
JOHNSTON,8,0,5,2020-06-20
BECKHAM,8,0,7,2020-06-20
OKFUSKEE,7,0,6,2020-06-20
HASKELL,7,0,6,2020-06-20
LATIMER,7,1,5,2020-06-20
MAJOR,7,1,5,2020-06-20
KIOWA,6,0,5,2020-06-20
COAL,6,0,4,2020-06-20
COTTON,5,2,3,2020-06-20
WOODS,5,0,5,2020-06-20
DEWEY,4,0,2,2020-06-20
JEFFERSON,4,0,4,2020-06-20
HUGHES,3,0,3,2020-06-20
WASHITA,3,0,2,2020-06-20
GRANT,2,0,2,2020-06-20
HARPER,1,0,1,2020-06-20
CIMARRON,1,0,1,2020-06-20
ALFALFA,1,0,1,2020-06-20
