County,Cases,Deaths,Recovered,ReportDate
OKLAHOMA,1075,46,842,2020-05-18
TULSA,787,37,650,2020-05-18
TEXAS,752,4,322,2020-05-18
CLEVELAND,468,36,399,2020-05-18
WASHINGTON,303,30,257,2020-05-18
COMANCHE,225,3,126,2020-05-18
WAGONER,137,17,101,2020-05-18
CADDO,120,10,84,2020-05-18
CANADIAN,118,3,96,2020-05-18
DELAWARE,95,16,72,2020-05-18
OSAGE,91,8,65,2020-05-18
MCCLAIN,86,2,76,2020-05-18
CREEK,85,7,72,2020-05-18
ADAIR,75,3,58,2020-05-18
ROGERS,72,5,63,2020-05-18
GREER,66,7,56,2020-05-18
GRADY,64,2,43,2020-05-18
POTTAWATOMIE,57,4,48,2020-05-18
KAY,50,7,40,2020-05-18
PAYNE,45,1,43,2020-05-18
PITTSBURG,39,3,35,2020-05-18
OTTAWA,35,2,31,2020-05-18
MUSKOGEE,30,6,22,2020-05-18
CHEROKEE,29,1,24,2020-05-18
PAWNEE,29,2,25,2020-05-18
MAYES,28,4,20,2020-05-18
STEPHENS,26,1,21,2020-05-18
BEAVER,23,0,19,2020-05-18
GARFIELD,23,1,14,2020-05-18
NOWATA,23,0,20,2020-05-18
TILLMAN,22,1,14,2020-05-18
JACKSON,21,1,18,2020-05-18
SEMINOLE,21,2,17,2020-05-18
LINCOLN,19,2,14,2020-05-18
OKMULGEE,18,0,16,2020-05-18
LOGAN,18,1,16,2020-05-18
BRYAN,17,1,12,2020-05-18
GARVIN,15,1,13,2020-05-18
CRAIG,14,0,12,2020-05-18
SEQUOYAH,14,3,10,2020-05-18
CARTER,13,1,4,2020-05-18
LE FLORE,13,1,11,2020-05-18
CUSTER,12,0,12,2020-05-18
PONTOTOC,11,2,8,2020-05-18
MCCURTAIN,11,0,9,2020-05-18
KINGFISHER,10,0,10,2020-05-18
MCINTOSH,10,0,5,2020-05-18
NOBLE,7,0,6,2020-05-18
MAJOR,6,1,3,2020-05-18
MARSHALL,6,0,3,2020-05-18
BECKHAM,6,0,6,2020-05-18
LATIMER,6,1,4,2020-05-18
KIOWA,6,0,4,2020-05-18
HASKELL,5,0,5,2020-05-18
CHOCTAW,5,0,3,2020-05-18
COTTON,5,2,3,2020-05-18
LOVE,4,0,3,2020-05-18
BLAINE,3,0,1,2020-05-18
JEFFERSON,3,0,3,2020-05-18
JOHNSTON,3,0,3,2020-05-18
WOODS,3,0,3,2020-05-18
GRANT,2,0,2,2020-05-18
DEWEY,2,0,2,2020-05-18
OKFUSKEE,2,0,1,2020-05-18
MURRAY,2,0,2,2020-05-18
CIMARRON,1,0,1,2020-05-18
HARPER,1,0,1,2020-05-18
PUSHMATAHA,1,0,1,2020-05-18
WOODWARD,1,0,1,2020-05-18
WASHITA,1,0,0,2020-05-18
ALFALFA,1,0,1,2020-05-18
ATOKA,1,0,1,2020-05-18
