County,Cases,Deaths,Recovered,ReportDate
OKLAHOMA,1109,54,912,2020-05-21
TULSA,852,40,692,2020-05-21
TEXAS,820,4,421,2020-05-21
CLEVELAND,482,37,421,2020-05-21
WASHINGTON,307,33,262,2020-05-21
COMANCHE,235,3,145,2020-05-21
WAGONER,140,17,106,2020-05-21
CADDO,132,10,97,2020-05-21
CANADIAN,122,3,105,2020-05-21
DELAWARE,97,16,75,2020-05-21
MCCLAIN,95,2,81,2020-05-21
OSAGE,92,8,78,2020-05-21
CREEK,87,7,76,2020-05-21
ADAIR,78,3,61,2020-05-21
ROGERS,73,5,65,2020-05-21
GRADY,71,2,48,2020-05-21
GREER,66,7,57,2020-05-21
POTTAWATOMIE,56,4,49,2020-05-21
KAY,51,7,41,2020-05-21
PAYNE,45,1,43,2020-05-21
PITTSBURG,40,3,35,2020-05-21
STEPHENS,36,1,21,2020-05-21
OTTAWA,35,2,32,2020-05-21
MUSKOGEE,32,6,24,2020-05-21
PAWNEE,29,2,25,2020-05-21
CHEROKEE,28,1,26,2020-05-21
MAYES,28,4,20,2020-05-21
BEAVER,24,0,20,2020-05-21
GARFIELD,24,1,22,2020-05-21
NOWATA,23,0,22,2020-05-21
TILLMAN,22,1,17,2020-05-21
LINCOLN,21,2,15,2020-05-21
OKMULGEE,21,0,17,2020-05-21
JACKSON,21,1,18,2020-05-21
SEMINOLE,21,2,19,2020-05-21
BRYAN,19,1,13,2020-05-21
LOGAN,18,1,17,2020-05-21
CARTER,16,1,6,2020-05-21
CRAIG,15,0,12,2020-05-21
GARVIN,15,1,13,2020-05-21
SEQUOYAH,14,3,10,2020-05-21
MCCURTAIN,13,0,10,2020-05-21
LE FLORE,13,1,11,2020-05-21
CHOCTAW,12,0,3,2020-05-21
CUSTER,12,0,12,2020-05-21
PONTOTOC,11,2,8,2020-05-21
MCINTOSH,11,1,5,2020-05-21
KINGFISHER,10,0,10,2020-05-21
MARSHALL,7,0,4,2020-05-21
NOBLE,7,0,7,2020-05-21
BECKHAM,6,0,6,2020-05-21
KIOWA,6,0,4,2020-05-21
HASKELL,6,0,5,2020-05-21
MAJOR,6,1,4,2020-05-21
COTTON,5,2,3,2020-05-21
LATIMER,5,1,4,2020-05-21
LOVE,4,0,3,2020-05-21
BLAINE,4,0,1,2020-05-21
JEFFERSON,3,0,3,2020-05-21
WOODWARD,3,0,1,2020-05-21
OKFUSKEE,3,0,1,2020-05-21
JOHNSTON,3,0,3,2020-05-21
DEWEY,3,0,2,2020-05-21
WOODS,3,0,3,2020-05-21
MURRAY,2,0,2,2020-05-21
GRANT,2,0,2,2020-05-21
PUSHMATAHA,2,0,1,2020-05-21
WASHITA,1,0,0,2020-05-21
ATOKA,1,0,1,2020-05-21
COAL,1,0,0,2020-05-21
HARPER,1,0,1,2020-05-21
ALFALFA,1,0,1,2020-05-21
CIMARRON,1,0,1,2020-05-21
