County,Cases,Deaths,Recovered,ReportDate
OKLAHOMA,1179,55,966,2020-05-22
TULSA,890,41,715,2020-05-22
TEXAS,851,5,444,2020-05-22
CLEVELAND,481,37,423,2020-05-22
WASHINGTON,309,33,265,2020-05-22
COMANCHE,236,3,186,2020-05-22
WAGONER,143,17,111,2020-05-22
CADDO,132,10,98,2020-05-22
CANADIAN,123,3,109,2020-05-22
DELAWARE,97,16,75,2020-05-22
MCCLAIN,95,2,82,2020-05-22
OSAGE,93,8,80,2020-05-22
CREEK,88,7,78,2020-05-22
ADAIR,79,3,61,2020-05-22
ROGERS,73,5,66,2020-05-22
GRADY,72,2,49,2020-05-22
GREER,66,7,57,2020-05-22
POTTAWATOMIE,56,4,50,2020-05-22
KAY,51,7,41,2020-05-22
PAYNE,45,1,43,2020-05-22
PITTSBURG,40,3,35,2020-05-22
STEPHENS,37,1,21,2020-05-22
OTTAWA,35,2,32,2020-05-22
MUSKOGEE,34,6,24,2020-05-22
MAYES,29,4,21,2020-05-22
PAWNEE,29,2,27,2020-05-22
CHEROKEE,28,1,26,2020-05-22
GARFIELD,25,1,22,2020-05-22
BEAVER,24,0,20,2020-05-22
NOWATA,23,0,23,2020-05-22
OKMULGEE,22,0,17,2020-05-22
TILLMAN,22,1,17,2020-05-22
LINCOLN,21,2,15,2020-05-22
CARTER,21,1,6,2020-05-22
SEMINOLE,21,2,19,2020-05-22
JACKSON,21,1,18,2020-05-22
BRYAN,19,1,13,2020-05-22
LOGAN,18,1,17,2020-05-22
MCCURTAIN,18,0,10,2020-05-22
GARVIN,15,1,14,2020-05-22
CRAIG,15,0,12,2020-05-22
CHOCTAW,14,0,3,2020-05-22
SEQUOYAH,14,3,11,2020-05-22
LE FLORE,13,1,11,2020-05-22
CUSTER,12,0,12,2020-05-22
KINGFISHER,11,0,10,2020-05-22
MCINTOSH,11,1,6,2020-05-22
PONTOTOC,11,2,8,2020-05-22
NOBLE,7,0,7,2020-05-22
MARSHALL,7,0,5,2020-05-22
KIOWA,6,0,4,2020-05-22
BECKHAM,6,0,6,2020-05-22
LOVE,6,0,3,2020-05-22
MAJOR,6,1,4,2020-05-22
HASKELL,6,0,5,2020-05-22
LATIMER,5,1,4,2020-05-22
COTTON,5,2,3,2020-05-22
BLAINE,4,0,1,2020-05-22
JOHNSTON,3,0,3,2020-05-22
JEFFERSON,3,0,3,2020-05-22
DEWEY,3,0,2,2020-05-22
WOODWARD,3,0,1,2020-05-22
WOODS,3,0,3,2020-05-22
PUSHMATAHA,2,0,1,2020-05-22
MURRAY,2,0,2,2020-05-22
OKFUSKEE,2,0,1,2020-05-22
GRANT,2,0,2,2020-05-22
ATOKA,1,0,1,2020-05-22
HARPER,1,0,1,2020-05-22
COAL,1,0,0,2020-05-22
ALFALFA,1,0,1,2020-05-22
WASHITA,1,0,0,2020-05-22
CIMARRON,1,0,1,2020-05-22
