County,Cases,Deaths,Recovered,ReportDate
OKLAHOMA,1294,62,1127,2020-06-02
TULSA,1057,57,839,2020-06-02
TEXAS,934,5,867,2020-06-02
CLEVELAND,506,37,448,2020-06-02
WASHINGTON,327,36,275,2020-06-02
COMANCHE,285,3,234,2020-06-02
CADDO,164,10,124,2020-06-02
WAGONER,150,17,127,2020-06-02
CANADIAN,133,3,120,2020-06-02
MCCLAIN,106,3,95,2020-06-02
DELAWARE,100,16,82,2020-06-02
GRADY,99,3,71,2020-06-02
CREEK,96,7,84,2020-06-02
OSAGE,95,8,86,2020-06-02
ADAIR,91,3,78,2020-06-02
ROGERS,82,5,72,2020-06-02
CHOCTAW,76,1,20,2020-06-02
MCCURTAIN,71,1,19,2020-06-02
GREER,66,7,59,2020-06-02
POTTAWATOMIE,63,4,52,2020-06-02
KAY,56,7,45,2020-06-02
MUSKOGEE,49,6,29,2020-06-02
PAYNE,46,1,44,2020-06-02
CARTER,45,1,23,2020-06-02
PITTSBURG,41,3,37,2020-06-02
STEPHENS,38,1,36,2020-06-02
OTTAWA,35,2,33,2020-06-02
BRYAN,31,1,19,2020-06-02
PAWNEE,31,2,27,2020-06-02
MAYES,30,4,26,2020-06-02
CHEROKEE,30,1,27,2020-06-02
GARFIELD,27,1,24,2020-06-02
JACKSON,27,3,20,2020-06-02
CUSTER,26,0,12,2020-06-02
SEMINOLE,26,2,21,2020-06-02
OKMULGEE,25,0,20,2020-06-02
BEAVER,24,0,24,2020-06-02
NOWATA,23,0,22,2020-06-02
TILLMAN,23,1,21,2020-06-02
LINCOLN,22,2,19,2020-06-02
LOGAN,19,1,17,2020-06-02
GARVIN,18,1,14,2020-06-02
LOVE,16,0,14,2020-06-02
SEQUOYAH,15,3,11,2020-06-02
PONTOTOC,15,2,8,2020-06-02
CRAIG,15,0,15,2020-06-02
LE FLORE,14,1,11,2020-06-02
MCINTOSH,12,1,10,2020-06-02
KINGFISHER,11,0,11,2020-06-02
BECKHAM,10,0,6,2020-06-02
MARSHALL,8,0,7,2020-06-02
BLAINE,7,0,4,2020-06-02
NOBLE,7,0,7,2020-06-02
HASKELL,6,0,6,2020-06-02
MAJOR,6,1,5,2020-06-02
KIOWA,6,0,4,2020-06-02
OKFUSKEE,5,0,3,2020-06-02
WOODWARD,5,0,4,2020-06-02
LATIMER,5,1,4,2020-06-02
COTTON,5,2,3,2020-06-02
ATOKA,4,0,2,2020-06-02
MURRAY,4,0,3,2020-06-02
JEFFERSON,4,0,4,2020-06-02
DEWEY,3,0,2,2020-06-02
PUSHMATAHA,3,0,2,2020-06-02
WOODS,3,0,3,2020-06-02
HUGHES,3,0,0,2020-06-02
JOHNSTON,3,0,3,2020-06-02
COAL,3,0,1,2020-06-02
GRANT,2,0,2,2020-06-02
WASHITA,2,0,2,2020-06-02
ALFALFA,1,0,1,2020-06-02
CIMARRON,1,0,1,2020-06-02
HARPER,1,0,1,2020-06-02
