County,Cases,Deaths,Recovered,ReportDate
OKLAHOMA,1436,64,1227,2020-06-10
TULSA,1308,61,973,2020-06-10
TEXAS,955,6,913,2020-06-10
CLEVELAND,529,40,459,2020-06-10
WASHINGTON,343,37,283,2020-06-10
COMANCHE,312,3,282,2020-06-10
CADDO,173,10,146,2020-06-10
WAGONER,161,17,132,2020-06-10
CANADIAN,144,3,127,2020-06-10
MCCURTAIN,117,1,52,2020-06-10
GRADY,115,3,87,2020-06-10
MCCLAIN,110,4,101,2020-06-10
DELAWARE,104,16,84,2020-06-10
OSAGE,103,8,89,2020-06-10
CREEK,102,7,85,2020-06-10
CHOCTAW,101,1,45,2020-06-10
ADAIR,95,4,84,2020-06-10
ROGERS,92,5,77,2020-06-10
MUSKOGEE,67,7,36,2020-06-10
POTTAWATOMIE,66,4,56,2020-06-10
GREER,66,7,59,2020-06-10
KAY,60,7,47,2020-06-10
CARTER,55,1,43,2020-06-10
PAYNE,55,1,45,2020-06-10
BRYAN,46,1,26,2020-06-10
PITTSBURG,44,3,38,2020-06-10
STEPHENS,43,1,38,2020-06-10
CHEROKEE,37,1,27,2020-06-10
CUSTER,37,0,21,2020-06-10
MAYES,37,4,27,2020-06-10
PAWNEE,35,2,30,2020-06-10
OTTAWA,35,2,33,2020-06-10
GARFIELD,31,1,25,2020-06-10
SEMINOLE,30,3,22,2020-06-10
JACKSON,30,3,22,2020-06-10
OKMULGEE,29,0,24,2020-06-10
BEAVER,27,0,24,2020-06-10
NOWATA,24,1,22,2020-06-10
TILLMAN,23,1,22,2020-06-10
LINCOLN,22,2,20,2020-06-10
LOGAN,21,1,18,2020-06-10
LOVE,20,0,16,2020-06-10
PONTOTOC,20,2,12,2020-06-10
GARVIN,20,1,14,2020-06-10
SEQUOYAH,19,3,13,2020-06-10
LE FLORE,16,1,13,2020-06-10
CRAIG,16,0,15,2020-06-10
MCINTOSH,14,1,11,2020-06-10
MARSHALL,12,0,9,2020-06-10
KINGFISHER,12,0,11,2020-06-10
BLAINE,9,0,8,2020-06-10
WOODWARD,8,0,4,2020-06-10
NOBLE,7,0,7,2020-06-10
BECKHAM,7,0,6,2020-06-10
PUSHMATAHA,6,0,2,2020-06-10
MAJOR,6,1,5,2020-06-10
KIOWA,6,0,4,2020-06-10
MURRAY,6,0,4,2020-06-10
HASKELL,6,0,6,2020-06-10
OKFUSKEE,6,0,6,2020-06-10
ATOKA,5,0,2,2020-06-10
COTTON,5,2,3,2020-06-10
WOODS,5,0,3,2020-06-10
COAL,5,0,1,2020-06-10
LATIMER,5,1,4,2020-06-10
JEFFERSON,4,0,4,2020-06-10
JOHNSTON,3,0,3,2020-06-10
HUGHES,3,0,1,2020-06-10
GRANT,2,0,2,2020-06-10
WASHITA,2,0,1,2020-06-10
DEWEY,2,0,2,2020-06-10
ALFALFA,1,0,1,2020-06-10
CIMARRON,1,0,1,2020-06-10
HARPER,1,0,1,2020-06-10
