OBJECTID,STAETFP,COUNTYFP,GEOID,COUNTY,LABEL,FULL_,County_Pos_Cases,County_Population,County_Rate_Per_100_000,State_Population,State_Pos_Unknown,State_Pos_Cases,Data_Source,Date_Data_Last_Updated,State_Number_Tested,State_Number_Hospitalizations,State_Deaths,State_Number_of_Counties_Pos,State_Rate_Per_100000,Shape__Area,Shape__Length,State_Number_Outbreaks
1,08,109,08109,SAGUACHE,Saguache,Saguache County,3,6837,-1,5695430,77,9047,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 16, 2020",43307,1755,391,57,158.76,13273871024.1289,529491.079018544,100
2,08,115,08115,SEDGWICK,Sedgwick,Sedgwick County,0,2275,0,5695430,77,9047,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 16, 2020",43307,1755,391,57,158.76,2491281577.11719,208249.56871408,100
3,08,017,08017,CHEYENNE,Cheyenne,Cheyenne County,0,1862,0,5695430,77,9047,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 16, 2020",43307,1755,391,57,158.76,7613550869.75391,373455.831824096,100
4,08,027,08027,CUSTER,Custer,Custer County,2,4928,-1,5695430,77,9047,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 16, 2020",43307,1755,391,57,158.76,3100361575.17578,290994.589030107,100
5,08,067,08067,LA PLATA,La Plata,La Plata County,51,56403,90.42,5695430,77,9047,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 16, 2020",43307,1755,391,57,158.76,6966607866.58203,371001.027724019,100
6,08,111,08111,SAN JUAN,San Juan,San Juan County,0,762,0,5695430,77,9047,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 16, 2020",43307,1755,391,57,158.76,1611963627.42969,209303.346789561,100
7,08,097,08097,PITKIN,Pitkin,Pitkin County,51,17879,285.25,5695430,77,9047,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 16, 2020",43307,1755,391,57,158.76,4204962607.14063,360368.050497512,100
8,08,093,08093,PARK,Park,Park County,6,18557,32.33,5695430,77,9047,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 16, 2020",43307,1755,391,57,158.76,9525822458.41406,477017.520520283,100
9,08,003,08003,ALAMOSA,Alamosa,Alamosa County,7,16184,43.25,5695430,77,9047,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 16, 2020",43307,1755,391,57,158.76,2987314188.43359,224661.437209443,100
10,08,099,08099,PROWERS,Prowers,Prowers County,1,12078,-1,5695430,77,9047,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 16, 2020",43307,1755,391,57,158.76,6861386117.78516,333326.752196427,100
11,08,081,08081,MOFFAT,Moffat,Moffat County,3,13181,-1,5695430,77,9047,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 16, 2020",43307,1755,391,57,158.76,21378597682.3633,615436.363722786,100
12,08,059,08059,JEFFERSON,Jefferson,Jefferson County,888,579491,153.24,5695430,77,9047,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 16, 2020",43307,1755,391,57,158.76,3379799618.59766,374132.11754513,100
13,08,117,08117,SUMMIT,Summit,Summit County,82,30973,264.75,5695430,77,9047,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 16, 2020",43307,1755,391,57,158.76,2707648429.75781,325660.775440309,100
14,08,101,08101,PUEBLO,Pueblo,Pueblo County,78,167116,46.67,5695430,77,9047,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 16, 2020",43307,1755,391,57,158.76,10064732291.2969,426421.345889861,100
15,08,013,08013,BOULDER,Boulder,Boulder County,327,325476,100.47,5695430,77,9047,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 16, 2020",43307,1755,391,57,158.76,3280791024.07031,290982.502053684,100
16,08,031,08031,DENVER,Denver,Denver County,1633,717797,227.5,5695430,77,9047,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 16, 2020",43307,1755,391,57,158.76,680063925.65625,341638.127461467,100
17,08,085,08085,MONTROSE,Montrose,Montrose County,70,42260,165.64,5695430,77,9047,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 16, 2020",43307,1755,391,57,158.76,9473395348.78906,544456.741798932,100
18,08,037,08037,EAGLE,Eagle,Eagle County,482,54863,878.55,5695430,77,9047,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 16, 2020",43307,1755,391,57,158.76,7395854605.48047,390147.77807481,100
19,08,113,08113,SAN MIGUEL,San Miguel,San Miguel County,13,8177,158.98,5695430,77,9047,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 16, 2020",43307,1755,391,57,158.76,5384599734.96484,409162.439815051,100
20,08,023,08023,COSTILLA,Costilla,Costilla County,3,3809,-1,5695430,77,9047,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 16, 2020",43307,1755,391,57,158.76,5044736712.28125,326902.580049715,100
21,08,014,08014,BROOMFIELD,Broomfield,Broomfield County,98,69453,141.1,5695430,77,9047,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 16, 2020",43307,1755,391,57,158.76,148046030.359375,146355.830495437,100
22,08,015,08015,CHAFFEE,Chaffee,Chaffee County,35,20028,174.76,5695430,77,9047,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 16, 2020",43307,1755,391,57,158.76,4328004367.16797,386588.205582361,100
23,08,025,08025,CROWLEY,Crowley,Crowley County,2,5857,-1,5695430,77,9047,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 16, 2020",43307,1755,391,57,158.76,3373467236.0625,243673.421602718,100
24,08,043,08043,FREMONT,Fremont,Fremont County,9,47912,18.78,5695430,77,9047,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 16, 2020",43307,1755,391,57,158.76,6491723772.80859,368122.636694602,100
25,08,055,08055,HUERFANO,Huerfano,Huerfano County,1,6854,-1,5695430,77,9047,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 16, 2020",43307,1755,391,57,158.76,6600175788.24219,473895.539017731,100
26,08,029,08029,DELTA,Delta,Delta County,16,30936,51.72,5695430,77,9047,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 16, 2020",43307,1755,391,57,158.76,4913548287.83594,340015.070505667,100
27,08,045,08045,GARFIELD,Garfield,Garfield County,65,59807,108.68,5695430,77,9047,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 16, 2020",43307,1755,391,57,158.76,12911081555.8047,662380.047263359,100
28,08,103,08103,RIO BLANCO,Rio Blanco,Rio Blanco County,1,6305,-1,5695430,77,9047,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 16, 2020",43307,1755,391,57,158.76,14232867247.625,615863.666810983,100
29,08,087,08087,MORGAN,Morgan,Morgan County,135,28503,473.63,5695430,77,9047,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 16, 2020",43307,1755,391,57,158.76,5761403665.51953,305025.067510655,100
30,08,073,08073,LINCOLN,Lincoln,Lincoln County,3,5584,-1,5695430,77,9047,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 16, 2020",43307,1755,391,57,158.76,11104214487.6953,501503.379966312,100
31,08,083,08083,MONTEZUMA,Montezuma,Montezuma County,13,26159,49.7,5695430,77,9047,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 16, 2020",43307,1755,391,57,158.76,8372827720.81641,400009.056123532,100
32,08,001,08001,ADAMS,Adams,Adams County,860,511473,168.14,5695430,77,9047,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County of Identification,"Data through April 16, 2020",43307,1755,391,57,158.76,5210141150.01953,511835.400891218,100
33,08,079,08079,MINERAL,Mineral,Mineral County,2,777,-1,5695430,77,9047,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 16, 2020",43307,1755,391,57,158.76,3634702483.06641,263045.388781546,100
34,08,089,08089,OTERO,Otero,Otero County,6,18364,32.67,5695430,77,9047,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 16, 2020",43307,1755,391,57,158.76,5290668251.41406,335426.330930159,100
35,08,095,08095,PHILLIPS,Phillips,Phillips County,5,4266,117.21,5695430,77,9047,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 16, 2020",43307,1755,391,57,158.76,3093819023.79688,227633.738214857,100
36,08,091,08091,OURAY,Ouray,Ouray County,5,4798,104.21,5695430,77,9047,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 16, 2020",43307,1755,391,57,158.76,2274816289.12891,272615.623145942,100
37,08,011,08011,BENT,Bent,Bent County,0,5819,0,5695430,77,9047,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 16, 2020",43307,1755,391,57,158.76,6430590598.72656,323583.727603443,100
