County,Cases,Deaths,Recovered,ReportDate
OKLAHOMA,1093,51,900,2020-05-20
TULSA,814,39,677,2020-05-20
TEXAS,791,4,391,2020-05-20
CLEVELAND,472,37,418,2020-05-20
WASHINGTON,304,32,258,2020-05-20
COMANCHE,229,3,139,2020-05-20
WAGONER,137,17,101,2020-05-20
CADDO,126,10,95,2020-05-20
CANADIAN,120,3,105,2020-05-20
DELAWARE,96,16,74,2020-05-20
MCCLAIN,95,2,81,2020-05-20
OSAGE,92,8,75,2020-05-20
CREEK,85,7,75,2020-05-20
ADAIR,78,3,59,2020-05-20
ROGERS,72,5,66,2020-05-20
GRADY,68,2,47,2020-05-20
GREER,66,7,57,2020-05-20
POTTAWATOMIE,56,4,49,2020-05-20
KAY,50,7,41,2020-05-20
PAYNE,45,1,43,2020-05-20
PITTSBURG,39,3,35,2020-05-20
OTTAWA,35,2,32,2020-05-20
MUSKOGEE,30,6,23,2020-05-20
PAWNEE,29,2,25,2020-05-20
CHEROKEE,29,1,25,2020-05-20
MAYES,28,4,20,2020-05-20
STEPHENS,25,1,21,2020-05-20
GARFIELD,24,1,18,2020-05-20
BEAVER,23,0,20,2020-05-20
NOWATA,23,0,20,2020-05-20
TILLMAN,22,1,17,2020-05-20
JACKSON,21,1,18,2020-05-20
SEMINOLE,21,2,18,2020-05-20
BRYAN,19,1,13,2020-05-20
LINCOLN,19,2,15,2020-05-20
LOGAN,18,1,17,2020-05-20
OKMULGEE,18,0,16,2020-05-20
CARTER,15,1,5,2020-05-20
CRAIG,15,0,12,2020-05-20
GARVIN,15,1,13,2020-05-20
SEQUOYAH,14,3,10,2020-05-20
LE FLORE,13,1,11,2020-05-20
MCCURTAIN,13,0,10,2020-05-20
CUSTER,12,0,12,2020-05-20
CHOCTAW,12,0,3,2020-05-20
PONTOTOC,11,2,8,2020-05-20
MCINTOSH,10,1,5,2020-05-20
KINGFISHER,10,0,10,2020-05-20
NOBLE,7,0,7,2020-05-20
HASKELL,6,0,5,2020-05-20
BECKHAM,6,0,6,2020-05-20
KIOWA,6,0,4,2020-05-20
MARSHALL,6,0,4,2020-05-20
MAJOR,6,1,4,2020-05-20
COTTON,5,2,3,2020-05-20
LATIMER,5,1,4,2020-05-20
LOVE,4,0,3,2020-05-20
BLAINE,3,0,1,2020-05-20
JOHNSTON,3,0,3,2020-05-20
WOODS,3,0,3,2020-05-20
JEFFERSON,3,0,3,2020-05-20
DEWEY,2,0,2,2020-05-20
OKFUSKEE,2,0,1,2020-05-20
MURRAY,2,0,2,2020-05-20
GRANT,2,0,2,2020-05-20
PUSHMATAHA,2,0,1,2020-05-20
COAL,1,0,0,2020-05-20
CIMARRON,1,0,1,2020-05-20
WOODWARD,1,0,1,2020-05-20
ATOKA,1,0,1,2020-05-20
ALFALFA,1,0,1,2020-05-20
WASHITA,1,0,0,2020-05-20
HARPER,1,0,1,2020-05-20
