OBJECTID,STAETFP,COUNTYFP,GEOID,COUNTY,LABEL,FULL_,County_Pos_Cases,County_Population,County_Rate_Per_100_000,State_Population,State_Pos_Unknown,State_Pos_Cases,Data_Source,Date_Data_Last_Updated,State_Number_Tested,State_Number_Hospitalizations,State_Deaths,State_Number_of_Counties_Pos,State_Rate_Per_100000,Shape__Area,Shape__Length,State_Number_Outbreaks
1,08,109,08109,SAGUACHE,Saguache,Saguache County,3,6837,-1,5695430,252,5429,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 6, 2020",28094,1079,179,54,95.34,13273871024.1289,529491.079018544,44
2,08,115,08115,SEDGWICK,Sedgwick,Sedgwick County,0,2275,0,5695430,252,5429,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 6, 2020",28094,1079,179,54,95.34,2491281577.11719,208249.56871408,44
3,08,017,08017,CHEYENNE,Cheyenne,Cheyenne County,0,1862,0,5695430,252,5429,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 6, 2020",28094,1079,179,54,95.34,7613550869.75391,373455.831824096,44
4,08,027,08027,CUSTER,Custer,Custer County,2,4928,-1,5695430,252,5429,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 6, 2020",28094,1079,179,54,95.34,3100361575.17578,290994.589030107,44
5,08,067,08067,LA PLATA,La Plata,La Plata County,34,56403,60.28,5695430,252,5429,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 6, 2020",28094,1079,179,54,95.34,6966607866.58203,371001.027724019,44
6,08,111,08111,SAN JUAN,San Juan,San Juan County,0,762,0,5695430,252,5429,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 6, 2020",28094,1079,179,54,95.34,1611963627.42969,209303.346789561,44
7,08,097,08097,PITKIN,Pitkin,Pitkin County,39,17879,218.13,5695430,252,5429,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 6, 2020",28094,1079,179,54,95.34,4204962607.14063,360368.050497512,44
8,08,093,08093,PARK,Park,Park County,5,18557,26.94,5695430,252,5429,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 6, 2020",28094,1079,179,54,95.34,9525822458.41406,477017.520520283,44
9,08,003,08003,ALAMOSA,Alamosa,Alamosa County,4,16184,-1,5695430,252,5429,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 6, 2020",28094,1079,179,54,95.34,2987314188.43359,224661.437209443,44
10,08,099,08099,PROWERS,Prowers,Prowers County,0,12078,0,5695430,252,5429,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 6, 2020",28094,1079,179,54,95.34,6861386117.78516,333326.752196427,44
11,08,081,08081,MOFFAT,Moffat,Moffat County,3,13181,-1,5695430,252,5429,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 6, 2020",28094,1079,179,54,95.34,21378597682.3633,615436.363722786,44
12,08,059,08059,JEFFERSON,Jefferson,Jefferson County,579,579491,99.92,5695430,252,5429,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 6, 2020",28094,1079,179,54,95.34,3379799618.59766,374132.11754513,44
13,08,117,08117,SUMMIT,Summit,Summit County,53,30973,171.12,5695430,252,5429,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 6, 2020",28094,1079,179,54,95.34,2707648429.75781,325660.775440309,44
14,08,101,08101,PUEBLO,Pueblo,Pueblo County,44,167116,26.33,5695430,252,5429,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 6, 2020",28094,1079,179,54,95.34,10064732291.2969,426421.345889861,44
15,08,013,08013,BOULDER,Boulder,Boulder County,206,325476,63.29,5695430,252,5429,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 6, 2020",28094,1079,179,54,95.34,3280791024.07031,290982.502053684,44
16,08,031,08031,DENVER,Denver,Denver County,884,717797,123.15,5695430,252,5429,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 6, 2020",28094,1079,179,54,95.34,680063925.65625,341638.127461467,44
17,08,085,08085,MONTROSE,Montrose,Montrose County,35,42260,82.82,5695430,252,5429,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 6, 2020",28094,1079,179,54,95.34,9473395348.78906,544456.741798932,44
18,08,037,08037,EAGLE,Eagle,Eagle County,372,54863,678.05,5695430,252,5429,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 6, 2020",28094,1079,179,54,95.34,7395854605.48047,390147.77807481,44
19,08,113,08113,SAN MIGUEL,San Miguel,San Miguel County,10,8177,122.29,5695430,252,5429,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 6, 2020",28094,1079,179,54,95.34,5384599734.96484,409162.439815051,44
20,08,023,08023,COSTILLA,Costilla,Costilla County,3,3809,-1,5695430,252,5429,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 6, 2020",28094,1079,179,54,95.34,5044736712.28125,326902.580049715,44
21,08,014,08014,BROOMFIELD,Broomfield,Broomfield County,50,69453,71.99,5695430,252,5429,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 6, 2020",28094,1079,179,54,95.34,148046030.359375,146355.830495437,44
22,08,015,08015,CHAFFEE,Chaffee,Chaffee County,22,20028,109.85,5695430,252,5429,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 6, 2020",28094,1079,179,54,95.34,4328004367.16797,386588.205582361,44
23,08,025,08025,CROWLEY,Crowley,Crowley County,1,5857,-1,5695430,252,5429,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 6, 2020",28094,1079,179,54,95.34,3373467236.0625,243673.421602718,44
24,08,043,08043,FREMONT,Fremont,Fremont County,4,47912,-1,5695430,252,5429,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 6, 2020",28094,1079,179,54,95.34,6491723772.80859,368122.636694602,44
25,08,055,08055,HUERFANO,Huerfano,Huerfano County,1,6854,-1,5695430,252,5429,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 6, 2020",28094,1079,179,54,95.34,6600175788.24219,473895.539017731,44
26,08,029,08029,DELTA,Delta,Delta County,5,30936,16.16,5695430,252,5429,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 6, 2020",28094,1079,179,54,95.34,4913548287.83594,340015.070505667,44
27,08,045,08045,GARFIELD,Garfield,Garfield County,48,59807,80.26,5695430,252,5429,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 6, 2020",28094,1079,179,54,95.34,12911081555.8047,662380.047263359,44
28,08,103,08103,RIO BLANCO,Rio Blanco,Rio Blanco County,1,6305,-1,5695430,252,5429,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 6, 2020",28094,1079,179,54,95.34,14232867247.625,615863.666810983,44
29,08,087,08087,MORGAN,Morgan,Morgan County,23,28503,80.69,5695430,252,5429,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 6, 2020",28094,1079,179,54,95.34,5761403665.51953,305025.067510655,44
30,08,073,08073,LINCOLN,Lincoln,Lincoln County,1,5584,-1,5695430,252,5429,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 6, 2020",28094,1079,179,54,95.34,11104214487.6953,501503.379966312,44
31,08,083,08083,MONTEZUMA,Montezuma,Montezuma County,8,26159,30.58,5695430,252,5429,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 6, 2020",28094,1079,179,54,95.34,8372827720.81641,400009.056123532,44
32,08,001,08001,ADAMS,Adams,Adams County,388,511473,75.86,5695430,252,5429,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County of Identification,"Data through April 6, 2020",28094,1079,179,54,95.34,5210141150.01953,511835.400891218,44
33,08,079,08079,MINERAL,Mineral,Mineral County,2,777,-1,5695430,252,5429,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 6, 2020",28094,1079,179,54,95.34,3634702483.06641,263045.388781546,44
34,08,089,08089,OTERO,Otero,Otero County,4,18364,-1,5695430,252,5429,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 6, 2020",28094,1079,179,54,95.34,5290668251.41406,335426.330930159,44
35,08,095,08095,PHILLIPS,Phillips,Phillips County,3,4266,-1,5695430,252,5429,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 6, 2020",28094,1079,179,54,95.34,3093819023.79688,227633.738214857,44
