County,Cases,Deaths,Recovered,ReportDate
OKLAHOMA,853,36,612,2020-05-05
TULSA,645,36,453,2020-05-05
CLEVELAND,439,30,345,2020-05-05
WASHINGTON,281,23,186,2020-05-05
TEXAS,252,3,96,2020-05-05
WAGONER,123,15,91,2020-05-05
COMANCHE,104,2,68,2020-05-05
CANADIAN,103,3,80,2020-05-05
DELAWARE,92,14,71,2020-05-05
MCCLAIN,84,2,24,2020-05-05
CREEK,80,6,61,2020-05-05
OSAGE,78,8,59,2020-05-05
CADDO,77,8,44,2020-05-05
ROGERS,68,4,46,2020-05-05
ADAIR,66,3,42,2020-05-05
GREER,65,6,55,2020-05-05
POTTAWATOMIE,52,4,35,2020-05-05
KAY,48,7,38,2020-05-05
PAYNE,44,1,39,2020-05-05
GRADY,40,2,31,2020-05-05
PITTSBURG,39,2,22,2020-05-05
OTTAWA,34,1,25,2020-05-05
CHEROKEE,29,1,23,2020-05-05
PAWNEE,29,2,21,2020-05-05
MUSKOGEE,27,6,20,2020-05-05
MAYES,24,4,17,2020-05-05
STEPHENS,22,1,19,2020-05-05
NOWATA,21,0,16,2020-05-05
GARFIELD,21,1,8,2020-05-05
SEMINOLE,19,2,8,2020-05-05
JACKSON,18,0,13,2020-05-05
LOGAN,17,1,13,2020-05-05
OKMULGEE,16,0,15,2020-05-05
LINCOLN,16,2,8,2020-05-05
BEAVER,15,0,4,2020-05-05
TILLMAN,15,0,1,2020-05-05
GARVIN,14,1,11,2020-05-05
LE FLORE,13,0,9,2020-05-05
CRAIG,12,0,9,2020-05-05
SEQUOYAH,12,3,7,2020-05-05
CUSTER,11,0,11,2020-05-05
PONTOTOC,10,2,8,2020-05-05
BRYAN,9,1,3,2020-05-05
KINGFISHER,8,0,8,2020-05-05
MCCURTAIN,8,0,7,2020-05-05
NOBLE,6,0,5,2020-05-05
BECKHAM,6,0,3,2020-05-05
COTTON,5,1,3,2020-05-05
CARTER,5,1,1,2020-05-05
HASKELL,5,0,5,2020-05-05
KIOWA,5,0,3,2020-05-05
LATIMER,5,1,2,2020-05-05
MAJOR,4,1,1,2020-05-05
MCINTOSH,3,0,3,2020-05-05
WOODS,3,0,2,2020-05-05
JOHNSTON,3,0,3,2020-05-05
CHOCTAW,3,0,1,2020-05-05
GRANT,2,0,2,2020-05-05
MURRAY,2,0,1,2020-05-05
BLAINE,2,0,0,2020-05-05
LOVE,2,0,1,2020-05-05
MARSHALL,2,0,2,2020-05-05
DEWEY,2,0,2,2020-05-05
JEFFERSON,2,0,2,2020-05-05
WOODWARD,1,0,1,2020-05-05
OKFUSKEE,1,0,1,2020-05-05
HARPER,1,0,1,2020-05-05
ALFALFA,1,0,1,2020-05-05
ATOKA,1,0,1,2020-05-05
PUSHMATAHA,1,0,0,2020-05-05
CIMARRON,1,0,1,2020-05-05
