County,Cases,Deaths,Recovered,ReportDate
OKLAHOMA,1360,64,1182,2020-06-06
TULSA,1165,59,931,2020-06-06
TEXAS,944,6,899,2020-06-06
CLEVELAND,519,37,459,2020-06-06
WASHINGTON,340,37,279,2020-06-06
COMANCHE,309,3,271,2020-06-06
CADDO,168,10,142,2020-06-06
WAGONER,153,17,131,2020-06-06
CANADIAN,141,3,124,2020-06-06
MCCLAIN,109,4,97,2020-06-06
GRADY,107,3,79,2020-06-06
OSAGE,101,8,86,2020-06-06
DELAWARE,100,16,84,2020-06-06
CREEK,99,7,86,2020-06-06
CHOCTAW,98,1,27,2020-06-06
ADAIR,93,4,79,2020-06-06
ROGERS,85,5,75,2020-06-06
MCCURTAIN,81,1,40,2020-06-06
GREER,66,7,59,2020-06-06
POTTAWATOMIE,63,4,53,2020-06-06
MUSKOGEE,61,6,30,2020-06-06
KAY,59,7,47,2020-06-06
CARTER,51,1,37,2020-06-06
PAYNE,48,1,44,2020-06-06
PITTSBURG,41,3,38,2020-06-06
STEPHENS,41,1,37,2020-06-06
BRYAN,35,1,22,2020-06-06
OTTAWA,35,2,33,2020-06-06
PAWNEE,33,2,27,2020-06-06
CUSTER,32,0,16,2020-06-06
CHEROKEE,31,1,27,2020-06-06
MAYES,31,4,27,2020-06-06
SEMINOLE,30,2,22,2020-06-06
GARFIELD,29,1,24,2020-06-06
JACKSON,27,3,20,2020-06-06
OKMULGEE,26,0,23,2020-06-06
BEAVER,24,0,24,2020-06-06
NOWATA,23,0,22,2020-06-06
TILLMAN,23,1,22,2020-06-06
LINCOLN,22,2,20,2020-06-06
LOGAN,19,1,18,2020-06-06
PONTOTOC,18,2,11,2020-06-06
GARVIN,18,1,14,2020-06-06
SEQUOYAH,17,3,11,2020-06-06
LOVE,16,0,15,2020-06-06
CRAIG,15,0,15,2020-06-06
LE FLORE,15,1,13,2020-06-06
MCINTOSH,14,1,11,2020-06-06
KINGFISHER,12,0,11,2020-06-06
MARSHALL,9,0,8,2020-06-06
BLAINE,9,0,7,2020-06-06
BECKHAM,7,0,6,2020-06-06
NOBLE,7,0,7,2020-06-06
HASKELL,6,0,6,2020-06-06
MAJOR,6,1,5,2020-06-06
KIOWA,6,0,4,2020-06-06
OKFUSKEE,5,0,3,2020-06-06
WOODWARD,5,0,3,2020-06-06
COTTON,5,2,3,2020-06-06
PUSHMATAHA,5,0,2,2020-06-06
COAL,5,0,1,2020-06-06
MURRAY,5,0,4,2020-06-06
LATIMER,5,1,4,2020-06-06
ATOKA,4,0,2,2020-06-06
JEFFERSON,4,0,4,2020-06-06
WOODS,4,0,3,2020-06-06
HUGHES,3,0,0,2020-06-06
JOHNSTON,3,0,3,2020-06-06
DEWEY,2,0,2,2020-06-06
WASHITA,2,0,1,2020-06-06
GRANT,2,0,2,2020-06-06
CIMARRON,1,0,1,2020-06-06
ALFALFA,1,0,1,2020-06-06
HARPER,1,0,1,2020-06-06
