County,Cases,Deaths,Recovered,ReportDate
OKLAHOMA,1328,63,1146,2020-06-04
TULSA,1109,59,877,2020-06-04
TEXAS,944,6,888,2020-06-04
CLEVELAND,514,37,456,2020-06-04
WASHINGTON,338,36,276,2020-06-04
COMANCHE,293,3,267,2020-06-04
CADDO,168,10,140,2020-06-04
WAGONER,151,17,128,2020-06-04
CANADIAN,137,3,124,2020-06-04
MCCLAIN,107,3,97,2020-06-04
GRADY,104,3,74,2020-06-04
OSAGE,102,8,86,2020-06-04
DELAWARE,100,16,83,2020-06-04
CREEK,98,7,84,2020-06-04
ADAIR,93,4,78,2020-06-04
CHOCTAW,90,1,22,2020-06-04
ROGERS,83,5,73,2020-06-04
MCCURTAIN,77,1,29,2020-06-04
GREER,66,7,59,2020-06-04
POTTAWATOMIE,63,4,53,2020-06-04
MUSKOGEE,60,6,30,2020-06-04
KAY,57,7,47,2020-06-04
CARTER,51,1,26,2020-06-04
PAYNE,48,1,44,2020-06-04
PITTSBURG,41,3,37,2020-06-04
STEPHENS,41,1,37,2020-06-04
OTTAWA,35,2,33,2020-06-04
BRYAN,33,1,21,2020-06-04
PAWNEE,32,2,27,2020-06-04
MAYES,31,4,27,2020-06-04
CHEROKEE,31,1,27,2020-06-04
CUSTER,31,0,14,2020-06-04
SEMINOLE,30,2,21,2020-06-04
GARFIELD,28,1,24,2020-06-04
JACKSON,27,3,20,2020-06-04
OKMULGEE,25,0,23,2020-06-04
BEAVER,24,0,24,2020-06-04
NOWATA,23,0,22,2020-06-04
TILLMAN,23,1,21,2020-06-04
LINCOLN,22,2,19,2020-06-04
LOGAN,19,1,18,2020-06-04
GARVIN,18,1,14,2020-06-04
LOVE,16,0,15,2020-06-04
SEQUOYAH,16,3,11,2020-06-04
PONTOTOC,15,2,8,2020-06-04
CRAIG,15,0,15,2020-06-04
MCINTOSH,14,1,11,2020-06-04
LE FLORE,14,1,13,2020-06-04
KINGFISHER,12,0,11,2020-06-04
MARSHALL,10,0,7,2020-06-04
BLAINE,8,0,6,2020-06-04
NOBLE,7,0,7,2020-06-04
BECKHAM,7,0,6,2020-06-04
HASKELL,6,0,6,2020-06-04
KIOWA,6,0,4,2020-06-04
MAJOR,6,1,5,2020-06-04
COTTON,5,2,3,2020-06-04
WOODWARD,5,0,4,2020-06-04
LATIMER,5,1,4,2020-06-04
PUSHMATAHA,5,0,2,2020-06-04
MURRAY,5,0,3,2020-06-04
OKFUSKEE,5,0,3,2020-06-04
JEFFERSON,4,0,4,2020-06-04
ATOKA,4,0,2,2020-06-04
JOHNSTON,3,0,3,2020-06-04
COAL,3,0,1,2020-06-04
DEWEY,3,0,2,2020-06-04
HUGHES,3,0,0,2020-06-04
WOODS,3,0,3,2020-06-04
GRANT,2,0,2,2020-06-04
WASHITA,2,0,1,2020-06-04
CIMARRON,1,0,1,2020-06-04
HARPER,1,0,1,2020-06-04
ALFALFA,1,0,1,2020-06-04
