County,Cases,Deaths,Recovered,ReportDate
OKLAHOMA,1241,59,1089,2020-05-28
TULSA,960,49,760,2020-05-28
TEXAS,904,5,801,2020-05-28
CLEVELAND,496,37,431,2020-05-28
WASHINGTON,314,35,271,2020-05-28
COMANCHE,278,3,220,2020-05-28
CADDO,154,10,111,2020-05-28
WAGONER,150,17,122,2020-05-28
CANADIAN,128,3,114,2020-05-28
MCCLAIN,103,3,85,2020-05-28
DELAWARE,100,16,79,2020-05-28
OSAGE,94,8,82,2020-05-28
CREEK,93,7,80,2020-05-28
ADAIR,84,3,68,2020-05-28
GRADY,83,3,62,2020-05-28
ROGERS,80,5,68,2020-05-28
GREER,66,7,59,2020-05-28
POTTAWATOMIE,59,4,51,2020-05-28
KAY,52,7,42,2020-05-28
PAYNE,45,1,44,2020-05-28
MUSKOGEE,43,6,27,2020-05-28
PITTSBURG,40,3,37,2020-05-28
CARTER,38,1,13,2020-05-28
STEPHENS,37,1,24,2020-05-28
OTTAWA,35,2,33,2020-05-28
MCCURTAIN,33,0,13,2020-05-28
CHOCTAW,30,1,11,2020-05-28
MAYES,30,4,25,2020-05-28
PAWNEE,30,2,27,2020-05-28
CHEROKEE,28,1,27,2020-05-28
GARFIELD,26,1,23,2020-05-28
JACKSON,24,3,19,2020-05-28
BEAVER,24,0,23,2020-05-28
SEMINOLE,24,2,19,2020-05-28
BRYAN,23,1,16,2020-05-28
TILLMAN,23,1,21,2020-05-28
OKMULGEE,23,0,18,2020-05-28
NOWATA,23,0,22,2020-05-28
LINCOLN,22,2,18,2020-05-28
LOGAN,19,1,17,2020-05-28
GARVIN,16,1,14,2020-05-28
LOVE,15,0,4,2020-05-28
CRAIG,15,0,14,2020-05-28
LE FLORE,14,1,11,2020-05-28
SEQUOYAH,14,3,11,2020-05-28
CUSTER,13,0,12,2020-05-28
KINGFISHER,11,0,10,2020-05-28
PONTOTOC,11,2,8,2020-05-28
MCINTOSH,11,1,9,2020-05-28
MARSHALL,8,0,6,2020-05-28
NOBLE,7,0,7,2020-05-28
BLAINE,6,0,2,2020-05-28
BECKHAM,6,0,6,2020-05-28
HASKELL,6,0,6,2020-05-28
KIOWA,6,0,4,2020-05-28
MAJOR,6,1,5,2020-05-28
COTTON,5,2,3,2020-05-28
LATIMER,5,1,4,2020-05-28
MURRAY,4,0,3,2020-05-28
WOODWARD,4,0,1,2020-05-28
DEWEY,4,0,2,2020-05-28
JOHNSTON,3,0,3,2020-05-28
WOODS,3,0,3,2020-05-28
JEFFERSON,3,0,3,2020-05-28
OKFUSKEE,3,0,3,2020-05-28
PUSHMATAHA,2,0,1,2020-05-28
WASHITA,2,0,1,2020-05-28
GRANT,2,0,2,2020-05-28
ATOKA,2,0,2,2020-05-28
HARPER,1,0,1,2020-05-28
ALFALFA,1,0,1,2020-05-28
COAL,1,0,1,2020-05-28
CIMARRON,1,0,1,2020-05-28
