County,Cases,Deaths,Recovered,ReportDate
OKLAHOMA,1561,64,1283,2020-06-13
TULSA,1525,62,1034,2020-06-13
TEXAS,968,6,943,2020-06-13
CLEVELAND,544,40,475,2020-06-13
WASHINGTON,348,37,299,2020-06-13
COMANCHE,333,4,294,2020-06-13
CADDO,175,10,154,2020-06-13
WAGONER,168,17,134,2020-06-13
CANADIAN,148,3,131,2020-06-13
MCCURTAIN,143,2,73,2020-06-13
GRADY,116,3,98,2020-06-13
MCCLAIN,113,4,103,2020-06-13
DELAWARE,107,16,84,2020-06-13
OSAGE,106,8,90,2020-06-13
CREEK,105,7,89,2020-06-13
CHOCTAW,102,1,60,2020-06-13
PAYNE,97,1,45,2020-06-13
ADAIR,96,4,87,2020-06-13
ROGERS,95,5,79,2020-06-13
MUSKOGEE,74,8,48,2020-06-13
POTTAWATOMIE,67,4,58,2020-06-13
GREER,66,7,57,2020-06-13
KAY,65,7,49,2020-06-13
CARTER,57,1,49,2020-06-13
MAYES,56,4,28,2020-06-13
BRYAN,48,1,27,2020-06-13
GARFIELD,46,1,26,2020-06-13
STEPHENS,44,1,38,2020-06-13
CHEROKEE,43,1,31,2020-06-13
PITTSBURG,43,3,39,2020-06-13
CUSTER,41,0,31,2020-06-13
PAWNEE,41,2,31,2020-06-13
OTTAWA,37,2,33,2020-06-13
SEMINOLE,31,3,24,2020-06-13
BEAVER,30,0,25,2020-06-13
JACKSON,30,3,22,2020-06-13
OKMULGEE,29,0,25,2020-06-13
NOWATA,25,1,22,2020-06-13
LOGAN,23,1,19,2020-06-13
TILLMAN,23,1,22,2020-06-13
LOVE,22,0,18,2020-06-13
LINCOLN,22,2,20,2020-06-13
PONTOTOC,21,2,15,2020-06-13
GARVIN,20,1,17,2020-06-13
SEQUOYAH,20,3,13,2020-06-13
LE FLORE,19,1,13,2020-06-13
MCINTOSH,16,1,12,2020-06-13
CRAIG,16,0,15,2020-06-13
MARSHALL,15,0,11,2020-06-13
KINGFISHER,12,0,11,2020-06-13
WOODWARD,9,0,4,2020-06-13
BLAINE,9,0,9,2020-06-13
NOBLE,9,0,7,2020-06-13
ATOKA,8,0,3,2020-06-13
BECKHAM,7,0,7,2020-06-13
PUSHMATAHA,7,0,2,2020-06-13
MAJOR,6,1,5,2020-06-13
COAL,6,0,4,2020-06-13
LATIMER,6,1,4,2020-06-13
MURRAY,6,0,5,2020-06-13
OKFUSKEE,6,0,6,2020-06-13
KIOWA,6,0,4,2020-06-13
HASKELL,6,0,6,2020-06-13
WOODS,5,0,4,2020-06-13
COTTON,5,2,3,2020-06-13
JEFFERSON,4,0,4,2020-06-13
JOHNSTON,4,0,3,2020-06-13
HUGHES,3,0,3,2020-06-13
DEWEY,2,0,2,2020-06-13
GRANT,2,0,2,2020-06-13
WASHITA,2,0,1,2020-06-13
HARPER,1,0,1,2020-06-13
ALFALFA,1,0,1,2020-06-13
CIMARRON,1,0,1,2020-06-13
