County,Cases,Deaths,Recovered,ReportDate
OKLAHOMA,1517,64,1268,2020-06-12
TULSA,1443,62,1008,2020-06-12
TEXAS,963,6,934,2020-06-12
CLEVELAND,539,40,466,2020-06-12
WASHINGTON,345,37,293,2020-06-12
COMANCHE,319,4,292,2020-06-12
CADDO,173,10,152,2020-06-12
WAGONER,165,17,134,2020-06-12
CANADIAN,146,3,129,2020-06-12
MCCURTAIN,137,2,70,2020-06-12
GRADY,116,3,94,2020-06-12
MCCLAIN,114,4,103,2020-06-12
DELAWARE,107,16,84,2020-06-12
OSAGE,104,8,90,2020-06-12
CHOCTAW,102,1,59,2020-06-12
CREEK,102,7,87,2020-06-12
ADAIR,95,4,86,2020-06-12
ROGERS,93,5,78,2020-06-12
PAYNE,72,1,45,2020-06-12
MUSKOGEE,70,8,46,2020-06-12
POTTAWATOMIE,67,4,58,2020-06-12
GREER,66,7,57,2020-06-12
KAY,65,7,49,2020-06-12
CARTER,57,1,49,2020-06-12
MAYES,50,4,28,2020-06-12
BRYAN,49,1,26,2020-06-12
GARFIELD,45,1,26,2020-06-12
STEPHENS,44,1,38,2020-06-12
PITTSBURG,43,3,38,2020-06-12
CHEROKEE,41,1,30,2020-06-12
CUSTER,40,0,26,2020-06-12
PAWNEE,36,2,31,2020-06-12
OTTAWA,36,2,33,2020-06-12
JACKSON,32,3,22,2020-06-12
SEMINOLE,31,3,24,2020-06-12
BEAVER,30,0,24,2020-06-12
OKMULGEE,29,0,24,2020-06-12
NOWATA,25,1,22,2020-06-12
TILLMAN,23,1,22,2020-06-12
LOGAN,22,1,19,2020-06-12
LINCOLN,22,2,20,2020-06-12
LOVE,21,0,17,2020-06-12
GARVIN,20,1,16,2020-06-12
PONTOTOC,20,2,13,2020-06-12
SEQUOYAH,19,3,13,2020-06-12
LE FLORE,18,1,13,2020-06-12
CRAIG,16,0,15,2020-06-12
MCINTOSH,15,1,11,2020-06-12
MARSHALL,13,0,10,2020-06-12
KINGFISHER,12,0,11,2020-06-12
BLAINE,9,0,8,2020-06-12
WOODWARD,9,0,4,2020-06-12
ATOKA,8,0,3,2020-06-12
NOBLE,8,0,7,2020-06-12
BECKHAM,7,0,7,2020-06-12
PUSHMATAHA,7,0,2,2020-06-12
HASKELL,6,0,6,2020-06-12
MURRAY,6,0,5,2020-06-12
OKFUSKEE,6,0,6,2020-06-12
MAJOR,6,1,5,2020-06-12
COAL,6,0,2,2020-06-12
KIOWA,6,0,4,2020-06-12
COTTON,5,2,3,2020-06-12
LATIMER,5,1,4,2020-06-12
WOODS,5,0,4,2020-06-12
JEFFERSON,4,0,4,2020-06-12
JOHNSTON,4,0,3,2020-06-12
HUGHES,3,0,3,2020-06-12
WASHITA,2,0,1,2020-06-12
GRANT,2,0,2,2020-06-12
DEWEY,2,0,2,2020-06-12
ALFALFA,1,0,1,2020-06-12
HARPER,1,0,1,2020-06-12
CIMARRON,1,0,1,2020-06-12
