OBJECTID,CNTYNAME,CNTYFIPS,ADPHDistrict,CONFIRMED,DIED,Shape__Area,Shape__Length,REPORTED_DEATH,GlobalID,LabTestCount
7170,Autauga,01001,East Central,10,0,0.150198352049983,2.1379328255407,0,a46c8789-1c5c-4cc1-aac4-39b8dd6e5f5e,96
7171,Baldwin,01003,Southwestern,25,0,0.400159431601878,6.69300034847276,1,a0bc27fb-f7c1-4917-a97e-c00f06fab8aa,406
7172,Barbour,01005,Southeastern,0,0,0.223267704174077,2.69097505269632,0,2c4e1096-32e5-4826-b7c3-f8b6d5e74201,19
7173,Bibb,01007,West Central,4,0,0.156476914356972,1.8951692775798,0,a6e333b1-d660-4eb6-ae62-c09e79133cb0,68
7174,Blount,01009,Northeastern,6,0,0.164406638341006,2.45274784751908,0,515d10b6-537d-4eee-b26c-34b252a4c416,34
7175,Bullock,01011,East Central,2,0,0.154671563531792,2.06480197165101,0,bfeea3b8-fa0b-43ff-a662-aca2dc135b86,9
7176,Butler,01013,Southeastern,1,0,0.191776547733298,1.83587954870993,0,7f15b5b8-4d91-45d5-b14d-f0cdb4dce3c5,36
7177,Calhoun,01015,Northeastern,12,0,0.154366224232035,2.21070839394633,0,daa8b4c7-c8fb-431d-b843-2429c0ee2725,110
7178,Chambers,01017,East Central,67,4,0.150563980768084,1.72306516183319,4,9c59ea72-6ac8-453e-8079-af9e56734db3,61
7179,Cherokee,01019,Northeastern,4,0,0.151975822791428,1.89808177880757,0,e350f66f-7bc7-4f47-bce5-1836c4f6e7dc,41
7180,Chilton,01021,West Central,14,0,0.174837510280213,2.09165532433194,0,23f00b2a-119c-484f-9983-6d8dc8817471,70
7181,Choctaw,01023,Southwestern,4,0,0.227681129400253,2.68700551554037,0,7339cf1d-07c7-447e-b126-8671a938c272,14
7182,Clarke,01025,Southwestern,2,0,0.308508819690587,3.78655552072513,0,192049be-849b-4422-a578-ff146f0e62a6,35
7183,Clay,01027,Northeastern,7,0,0.151874743437702,2.02332180215824,0,212bee46-8a9b-4f0c-a51c-dde93a8e97d4,28
7184,Cleburne,01029,Northeastern,6,0,0.141259985723536,2.17578212063938,0,1a8a4a3c-a170-41da-9d99-d3b183fedf8f,19
7185,Coffee,01031,Southeastern,3,0,0.167143203828118,1.67989540600381,0,0df5caba-181c-467c-af6a-3078ba2568eb,47
7186,Colbert,01033,Northern,5,0,0.15857369348987,2.31239229125845,0,22d173e9-943e-4da2-96c9-9d25f5a9ab2e,120
7187,Conecuh,01035,Southwestern,1,0,0.209509978242295,2.59686142559656,0,5d57451e-f981-4561-988e-1c5ae2ce2b4b,20
7188,Coosa,01037,East Central,6,0,0.16640708911109,1.7505584986585,0,ed0df3f2-c967-4b8a-a740-06e675176af7,13
7189,Covington,01039,Southeastern,3,0,0.255971892285061,2.38709591035509,0,dd12eb2d-a3a2-4496-bd6d-8cffc1edfbb9,31
7190,Crenshaw,01041,Southeastern,1,0,0.150571897113878,2.31806123117494,0,3e178d71-9c0e-4eb0-afef-98c8e191c503,43
7191,Cullman,01043,Northern,9,0,0.191087821164047,2.50218505547441,1,6d8254dd-aa5a-4178-8a30-c654dab4e49a,97
7192,Dale,01045,Southeastern,1,0,0.138259666605563,1.65151999951547,0,30855d42-620f-4fc9-b9cd-17ff4485068e,45
7193,Dallas,01047,Southwestern,4,0,0.246497505086154,3.13752996820932,0,f2e3ecc9-0bff-4dbe-8417-5b84b2c1b94e,31
7194,DeKalb,01049,Northeastern,8,0,0.197848401841384,2.21695752803772,0,83cabce3-f58d-474b-9034-e2af4ce86752,102
7195,Elmore,01051,East Central,17,0,0.163505782545826,2.27519521591255,0,80125f81-686c-4fdc-9463-b51a6ba9932a,260
