County,Cases,Deaths,Recovered,ReportDate
OKLAHOMA,905,41,659,2020-05-08
TULSA,684,36,493,2020-05-08
CLEVELAND,453,32,355,2020-05-08
TEXAS,343,3,139,2020-05-08
WASHINGTON,291,27,207,2020-05-08
WAGONER,126,17,90,2020-05-08
COMANCHE,116,2,69,2020-05-08
CANADIAN,107,3,88,2020-05-08
CADDO,97,9,49,2020-05-08
DELAWARE,92,15,71,2020-05-08
OSAGE,85,8,62,2020-05-08
MCCLAIN,85,2,27,2020-05-08
CREEK,82,7,65,2020-05-08
ADAIR,72,3,51,2020-05-08
ROGERS,70,5,52,2020-05-08
GREER,65,6,55,2020-05-08
POTTAWATOMIE,54,4,37,2020-05-08
KAY,48,7,38,2020-05-08
PAYNE,45,1,41,2020-05-08
GRADY,42,2,36,2020-05-08
PITTSBURG,39,2,24,2020-05-08
OTTAWA,34,1,25,2020-05-08
CHEROKEE,30,1,23,2020-05-08
PAWNEE,29,2,22,2020-05-08
MUSKOGEE,28,6,20,2020-05-08
MAYES,24,4,18,2020-05-08
GARFIELD,22,1,11,2020-05-08
STEPHENS,22,1,21,2020-05-08
NOWATA,22,0,17,2020-05-08
SEMINOLE,20,2,10,2020-05-08
TILLMAN,19,0,1,2020-05-08
BEAVER,19,0,7,2020-05-08
JACKSON,19,0,17,2020-05-08
LOGAN,18,1,13,2020-05-08
LINCOLN,17,2,8,2020-05-08
OKMULGEE,16,0,16,2020-05-08
GARVIN,14,1,12,2020-05-08
CRAIG,13,0,9,2020-05-08
SEQUOYAH,13,3,7,2020-05-08
LE FLORE,13,1,9,2020-05-08
BRYAN,12,1,4,2020-05-08
CUSTER,11,0,11,2020-05-08
PONTOTOC,10,2,8,2020-05-08
MCCURTAIN,8,0,7,2020-05-08
KINGFISHER,8,0,8,2020-05-08
NOBLE,7,0,5,2020-05-08
BECKHAM,6,0,4,2020-05-08
CARTER,6,1,1,2020-05-08
KIOWA,6,0,4,2020-05-08
MAJOR,5,1,2,2020-05-08
LATIMER,5,1,2,2020-05-08
MCINTOSH,5,0,3,2020-05-08
HASKELL,5,0,5,2020-05-08
COTTON,5,2,3,2020-05-08
WOODS,3,0,2,2020-05-08
JOHNSTON,3,0,3,2020-05-08
CHOCTAW,3,0,1,2020-05-08
LOVE,3,0,1,2020-05-08
JEFFERSON,3,0,2,2020-05-08
DEWEY,2,0,2,2020-05-08
GRANT,2,0,2,2020-05-08
BLAINE,2,0,0,2020-05-08
MARSHALL,2,0,2,2020-05-08
MURRAY,2,0,1,2020-05-08
OKFUSKEE,1,0,1,2020-05-08
ALFALFA,1,0,1,2020-05-08
WOODWARD,1,0,1,2020-05-08
HARPER,1,0,1,2020-05-08
CIMARRON,1,0,1,2020-05-08
ATOKA,1,0,1,2020-05-08
PUSHMATAHA,1,0,1,2020-05-08
