County,Cases,Deaths,Recovered,ReportDate
OKLAHOMA,954,43,690,2020-05-11
TULSA,708,36,520,2020-05-11
CLEVELAND,456,32,364,2020-05-11
TEXAS,404,4,183,2020-05-11
WASHINGTON,301,29,226,2020-05-11
WAGONER,129,17,93,2020-05-11
COMANCHE,124,2,73,2020-05-11
CANADIAN,111,3,89,2020-05-11
CADDO,108,9,52,2020-05-11
DELAWARE,93,16,70,2020-05-11
OSAGE,89,8,62,2020-05-11
MCCLAIN,85,2,33,2020-05-11
CREEK,82,7,66,2020-05-11
ADAIR,72,3,54,2020-05-11
ROGERS,70,5,57,2020-05-11
GREER,65,6,55,2020-05-11
POTTAWATOMIE,54,4,38,2020-05-11
KAY,48,7,38,2020-05-11
GRADY,46,2,38,2020-05-11
PAYNE,45,1,41,2020-05-11
PITTSBURG,39,3,26,2020-05-11
OTTAWA,34,1,25,2020-05-11
CHEROKEE,30,1,23,2020-05-11
MUSKOGEE,29,6,20,2020-05-11
PAWNEE,29,2,22,2020-05-11
MAYES,25,4,20,2020-05-11
GARFIELD,22,1,13,2020-05-11
NOWATA,22,0,19,2020-05-11
STEPHENS,22,1,21,2020-05-11
SEMINOLE,21,2,11,2020-05-11
BEAVER,20,0,12,2020-05-11
JACKSON,19,1,17,2020-05-11
TILLMAN,19,0,1,2020-05-11
LOGAN,18,1,13,2020-05-11
LINCOLN,17,2,10,2020-05-11
OKMULGEE,16,0,16,2020-05-11
GARVIN,15,1,12,2020-05-11
SEQUOYAH,14,3,7,2020-05-11
LE FLORE,13,1,9,2020-05-11
CRAIG,13,0,11,2020-05-11
BRYAN,12,1,5,2020-05-11
CUSTER,11,0,11,2020-05-11
PONTOTOC,10,2,8,2020-05-11
KINGFISHER,8,0,8,2020-05-11
MCCURTAIN,8,0,7,2020-05-11
NOBLE,7,0,5,2020-05-11
KIOWA,6,0,4,2020-05-11
CARTER,6,1,1,2020-05-11
BECKHAM,6,0,4,2020-05-11
MAJOR,5,1,2,2020-05-11
LATIMER,5,1,2,2020-05-11
HASKELL,5,0,5,2020-05-11
COTTON,5,2,3,2020-05-11
MCINTOSH,5,0,3,2020-05-11
JOHNSTON,3,0,3,2020-05-11
LOVE,3,0,1,2020-05-11
JEFFERSON,3,0,2,2020-05-11
CHOCTAW,3,0,1,2020-05-11
WOODS,3,0,2,2020-05-11
BLAINE,3,0,0,2020-05-11
DEWEY,2,0,2,2020-05-11
MURRAY,2,0,1,2020-05-11
GRANT,2,0,2,2020-05-11
MARSHALL,2,0,2,2020-05-11
WOODWARD,1,0,1,2020-05-11
ALFALFA,1,0,1,2020-05-11
OKFUSKEE,1,0,1,2020-05-11
HARPER,1,0,1,2020-05-11
CIMARRON,1,0,1,2020-05-11
PUSHMATAHA,1,0,1,2020-05-11
ATOKA,1,0,1,2020-05-11
