OBJECTID,STAETFP,COUNTYFP,GEOID,COUNTY,LABEL,FULL_,County_Pos_Cases,County_Population,County_Rate_Per_100_000,State_Population,State_Pos_Unknown,State_Pos_Cases,Data_Source,Date_Data_Last_Updated,State_Number_Tested,State_Number_Hospitalizations,State_Deaths,State_Number_of_Counties_Pos,State_Rate_Per_100000,Shape__Area,Shape__Length,State_Number_Outbreaks
1,08,109,08109,SAGUACHE,Saguache,Saguache County,3,6837,-1,5695430,233,6202,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 8, 2020",31180,1221,226,56,108.92,13273871024.1289,529491.079018544,54
2,08,115,08115,SEDGWICK,Sedgwick,Sedgwick County,0,2275,0,5695430,233,6202,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 8, 2020",31180,1221,226,56,108.92,2491281577.11719,208249.56871408,54
3,08,017,08017,CHEYENNE,Cheyenne,Cheyenne County,0,1862,0,5695430,233,6202,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 8, 2020",31180,1221,226,56,108.92,7613550869.75391,373455.831824096,54
4,08,027,08027,CUSTER,Custer,Custer County,2,4928,-1,5695430,233,6202,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 8, 2020",31180,1221,226,56,108.92,3100361575.17578,290994.589030107,54
5,08,067,08067,LA PLATA,La Plata,La Plata County,37,56403,65.6,5695430,233,6202,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 8, 2020",31180,1221,226,56,108.92,6966607866.58203,371001.027724019,54
6,08,111,08111,SAN JUAN,San Juan,San Juan County,0,762,0,5695430,233,6202,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 8, 2020",31180,1221,226,56,108.92,1611963627.42969,209303.346789561,54
7,08,097,08097,PITKIN,Pitkin,Pitkin County,39,17879,218.13,5695430,233,6202,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 8, 2020",31180,1221,226,56,108.92,4204962607.14063,360368.050497512,54
8,08,093,08093,PARK,Park,Park County,5,18557,26.94,5695430,233,6202,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 8, 2020",31180,1221,226,56,108.92,9525822458.41406,477017.520520283,54
9,08,003,08003,ALAMOSA,Alamosa,Alamosa County,7,16184,43.25,5695430,233,6202,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 8, 2020",31180,1221,226,56,108.92,2987314188.43359,224661.437209443,54
10,08,099,08099,PROWERS,Prowers,Prowers County,1,12078,-1,5695430,233,6202,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 8, 2020",31180,1221,226,56,108.92,6861386117.78516,333326.752196427,54
