County,Cases,Deaths,Recovered,ReportDate
OKLAHOMA,1369,64,1186,2020-06-07
TULSA,1188,60,940,2020-06-07
TEXAS,947,6,902,2020-06-07
CLEVELAND,520,37,460,2020-06-07
WASHINGTON,340,37,281,2020-06-07
COMANCHE,310,3,272,2020-06-07
CADDO,170,10,143,2020-06-07
WAGONER,156,17,131,2020-06-07
CANADIAN,142,3,124,2020-06-07
GRADY,115,3,80,2020-06-07
MCCLAIN,109,4,97,2020-06-07
DELAWARE,102,16,84,2020-06-07
OSAGE,101,8,86,2020-06-07
CREEK,100,7,86,2020-06-07
CHOCTAW,98,1,30,2020-06-07
ADAIR,94,4,80,2020-06-07
ROGERS,85,5,75,2020-06-07
MCCURTAIN,84,1,42,2020-06-07
GREER,66,7,59,2020-06-07
POTTAWATOMIE,64,4,53,2020-06-07
MUSKOGEE,62,6,30,2020-06-07
KAY,59,7,46,2020-06-07
CARTER,52,1,38,2020-06-07
PAYNE,48,1,44,2020-06-07
STEPHENS,44,1,38,2020-06-07
PITTSBURG,42,3,38,2020-06-07
BRYAN,36,1,22,2020-06-07
OTTAWA,35,2,33,2020-06-07
MAYES,34,4,27,2020-06-07
PAWNEE,34,2,27,2020-06-07
CUSTER,34,0,19,2020-06-07
CHEROKEE,33,1,27,2020-06-07
GARFIELD,30,1,24,2020-06-07
SEMINOLE,30,2,22,2020-06-07
JACKSON,28,3,21,2020-06-07
BEAVER,27,0,24,2020-06-07
OKMULGEE,26,0,23,2020-06-07
NOWATA,24,0,22,2020-06-07
TILLMAN,23,1,22,2020-06-07
LINCOLN,22,2,20,2020-06-07
LOGAN,21,1,18,2020-06-07
GARVIN,20,1,14,2020-06-07
PONTOTOC,18,2,11,2020-06-07
SEQUOYAH,17,3,11,2020-06-07
LOVE,17,0,16,2020-06-07
CRAIG,16,0,15,2020-06-07
LE FLORE,15,1,13,2020-06-07
MCINTOSH,14,1,11,2020-06-07
KINGFISHER,12,0,11,2020-06-07
MARSHALL,11,0,8,2020-06-07
BLAINE,9,0,7,2020-06-07
NOBLE,7,0,7,2020-06-07
WOODWARD,7,0,3,2020-06-07
BECKHAM,7,0,6,2020-06-07
HASKELL,6,0,6,2020-06-07
KIOWA,6,0,4,2020-06-07
MURRAY,6,0,4,2020-06-07
MAJOR,6,1,5,2020-06-07
PUSHMATAHA,5,0,2,2020-06-07
COAL,5,0,1,2020-06-07
LATIMER,5,1,4,2020-06-07
OKFUSKEE,5,0,3,2020-06-07
COTTON,5,2,3,2020-06-07
ATOKA,4,0,2,2020-06-07
JEFFERSON,4,0,4,2020-06-07
WOODS,4,0,3,2020-06-07
HUGHES,3,0,0,2020-06-07
JOHNSTON,3,0,3,2020-06-07
DEWEY,2,0,2,2020-06-07
GRANT,2,0,2,2020-06-07
WASHITA,2,0,1,2020-06-07
ALFALFA,1,0,1,2020-06-07
HARPER,1,0,1,2020-06-07
CIMARRON,1,0,1,2020-06-07
