County,Cases,Deaths,Recovered,ReportDate
OKLAHOMA,927,42,674,2020-05-09
TULSA,695,36,506,2020-05-09
CLEVELAND,455,32,361,2020-05-09
TEXAS,345,3,161,2020-05-09
WASHINGTON,296,28,215,2020-05-09
WAGONER,125,17,90,2020-05-09
COMANCHE,124,2,72,2020-05-09
CANADIAN,110,3,88,2020-05-09
CADDO,100,9,50,2020-05-09
DELAWARE,92,16,70,2020-05-09
OSAGE,88,8,62,2020-05-09
MCCLAIN,85,2,30,2020-05-09
CREEK,82,7,65,2020-05-09
ADAIR,74,3,54,2020-05-09
ROGERS,70,5,54,2020-05-09
GREER,65,6,55,2020-05-09
POTTAWATOMIE,54,4,37,2020-05-09
KAY,48,7,38,2020-05-09
PAYNE,45,1,41,2020-05-09
GRADY,45,2,37,2020-05-09
PITTSBURG,39,3,25,2020-05-09
OTTAWA,34,1,25,2020-05-09
CHEROKEE,30,1,23,2020-05-09
MUSKOGEE,29,6,20,2020-05-09
PAWNEE,29,2,22,2020-05-09
MAYES,24,4,18,2020-05-09
NOWATA,22,0,19,2020-05-09
STEPHENS,22,1,21,2020-05-09
GARFIELD,22,1,13,2020-05-09
SEMINOLE,20,2,11,2020-05-09
BEAVER,20,0,10,2020-05-09
JACKSON,19,0,17,2020-05-09
TILLMAN,19,0,1,2020-05-09
LOGAN,18,1,13,2020-05-09
LINCOLN,17,2,10,2020-05-09
OKMULGEE,16,0,16,2020-05-09
GARVIN,14,1,12,2020-05-09
SEQUOYAH,13,3,7,2020-05-09
LE FLORE,13,1,9,2020-05-09
CRAIG,13,0,11,2020-05-09
BRYAN,12,1,5,2020-05-09
CUSTER,11,0,11,2020-05-09
PONTOTOC,10,2,8,2020-05-09
KINGFISHER,8,0,8,2020-05-09
MCCURTAIN,8,0,7,2020-05-09
KIOWA,7,0,4,2020-05-09
NOBLE,7,0,5,2020-05-09
BECKHAM,6,0,4,2020-05-09
CARTER,6,1,1,2020-05-09
LATIMER,5,1,2,2020-05-09
MCINTOSH,5,0,3,2020-05-09
MAJOR,5,1,2,2020-05-09
COTTON,5,2,3,2020-05-09
HASKELL,5,0,5,2020-05-09
LOVE,3,0,1,2020-05-09
WOODS,3,0,2,2020-05-09
JOHNSTON,3,0,3,2020-05-09
CHOCTAW,3,0,1,2020-05-09
JEFFERSON,3,0,2,2020-05-09
MURRAY,2,0,1,2020-05-09
DEWEY,2,0,2,2020-05-09
BLAINE,2,0,0,2020-05-09
GRANT,2,0,2,2020-05-09
MARSHALL,2,0,2,2020-05-09
ALFALFA,1,0,1,2020-05-09
OKFUSKEE,1,0,1,2020-05-09
WOODWARD,1,0,1,2020-05-09
ATOKA,1,0,1,2020-05-09
HARPER,1,0,1,2020-05-09
CIMARRON,1,0,1,2020-05-09
PUSHMATAHA,1,0,1,2020-05-09
