OBJECTID,STAETFP,COUNTYFP,GEOID,COUNTY,LABEL,FULL_,County_Pos_Cases,County_Population,County_Rate_Per_100_000,State_Population,State_Pos_Unknown,State_Pos_Cases,Data_Source,Date_Data_Last_Updated,State_Number_Tested,State_Number_Hospitalizations,State_Deaths,State_Number_of_Counties_Pos,State_Rate_Per_100000,Shape__Area,Shape__Length,State_Number_Outbreaks
1,08,109,08109,SAGUACHE,Saguache,Saguache County,3,6837,-1,5695430,114,9730,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 18, 2020",46195,1813,422,56,170.87,13273871024.1289,529491.079018544,111
2,08,115,08115,SEDGWICK,Sedgwick,Sedgwick County,0,2275,0,5695430,114,9730,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 18, 2020",46195,1813,422,56,170.87,2491281577.11719,208249.56871408,111
3,08,017,08017,CHEYENNE,Cheyenne,Cheyenne County,0,1862,0,5695430,114,9730,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 18, 2020",46195,1813,422,56,170.87,7613550869.75391,373455.831824096,111
4,08,027,08027,CUSTER,Custer,Custer County,2,4928,-1,5695430,114,9730,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 18, 2020",46195,1813,422,56,170.87,3100361575.17578,290994.589030107,111
5,08,067,08067,LA PLATA,La Plata,La Plata County,52,56403,92.19,5695430,114,9730,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 18, 2020",46195,1813,422,56,170.87,6966607866.58203,371001.027724019,111
6,08,111,08111,SAN JUAN,San Juan,San Juan County,0,762,0,5695430,114,9730,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 18, 2020",46195,1813,422,56,170.87,1611963627.42969,209303.346789561,111
7,08,097,08097,PITKIN,Pitkin,Pitkin County,57,17879,318.81,5695430,114,9730,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 18, 2020",46195,1813,422,56,170.87,4204962607.14063,360368.050497512,111
8,08,093,08093,PARK,Park,Park County,6,18557,32.33,5695430,114,9730,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 18, 2020",46195,1813,422,56,170.87,9525822458.41406,477017.520520283,111
9,08,003,08003,ALAMOSA,Alamosa,Alamosa County,7,16184,43.25,5695430,114,9730,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 18, 2020",46195,1813,422,56,170.87,2987314188.43359,224661.437209443,111
10,08,099,08099,PROWERS,Prowers,Prowers County,1,12078,-1,5695430,114,9730,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 18, 2020",46195,1813,422,56,170.87,6861386117.78516,333326.752196427,111
11,08,081,08081,MOFFAT,Moffat,Moffat County,4,13181,-1,5695430,114,9730,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 18, 2020",46195,1813,422,56,170.87,21378597682.3633,615436.363722786,111
12,08,059,08059,JEFFERSON,Jefferson,Jefferson County,957,579491,165.14,5695430,114,9730,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 18, 2020",46195,1813,422,56,170.87,3379799618.59766,374132.11754513,111
13,08,117,08117,SUMMIT,Summit,Summit County,86,30973,277.66,5695430,114,9730,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 18, 2020",46195,1813,422,56,170.87,2707648429.75781,325660.775440309,111
14,08,101,08101,PUEBLO,Pueblo,Pueblo County,87,167116,52.06,5695430,114,9730,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 18, 2020",46195,1813,422,56,170.87,10064732291.2969,426421.345889861,111
15,08,013,08013,BOULDER,Boulder,Boulder County,352,325476,108.15,5695430,114,9730,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 18, 2020",46195,1813,422,56,170.87,3280791024.07031,290982.502053684,111
16,08,031,08031,DENVER,Denver,Denver County,1784,717797,248.54,5695430,114,9730,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 18, 2020",46195,1813,422,56,170.87,680063925.65625,341638.127461467,111
17,08,085,08085,MONTROSE,Montrose,Montrose County,77,42260,182.21,5695430,114,9730,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 18, 2020",46195,1813,422,56,170.87,9473395348.78906,544456.741798932,111
18,08,037,08037,EAGLE,Eagle,Eagle County,485,54863,884.02,5695430,114,9730,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 18, 2020",46195,1813,422,56,170.87,7395854605.48047,390147.77807481,111
19,08,113,08113,SAN MIGUEL,San Miguel,San Miguel County,15,8177,183.44,5695430,114,9730,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 18, 2020",46195,1813,422,56,170.87,5384599734.96484,409162.439815051,111
20,08,023,08023,COSTILLA,Costilla,Costilla County,3,3809,-1,5695430,114,9730,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 18, 2020",46195,1813,422,56,170.87,5044736712.28125,326902.580049715,111
