County,Cases,Deaths,Recovered,ReportDate
TULSA,1945,65,1226,2020-06-18
OKLAHOMA,1861,65,1386,2020-06-18
TEXAS,976,6,956,2020-06-18
CLEVELAND,605,40,496,2020-06-18
WASHINGTON,361,38,309,2020-06-18
COMANCHE,360,5,303,2020-06-18
MCCURTAIN,189,2,100,2020-06-18
WAGONER,189,17,140,2020-06-18
CADDO,181,10,160,2020-06-18
PAYNE,179,1,52,2020-06-18
CANADIAN,175,3,138,2020-06-18
OSAGE,124,8,97,2020-06-18
GRADY,122,4,108,2020-06-18
MCCLAIN,120,4,106,2020-06-18
CREEK,118,7,97,2020-06-18
ROGERS,113,5,83,2020-06-18
DELAWARE,112,16,85,2020-06-18
CHOCTAW,107,1,97,2020-06-18
ADAIR,101,4,89,2020-06-18
MUSKOGEE,80,8,49,2020-06-18
POTTAWATOMIE,79,4,62,2020-06-18
KAY,72,7,53,2020-06-18
GREER,66,7,57,2020-06-18
BRYAN,64,1,40,2020-06-18
CARTER,62,1,54,2020-06-18
MAYES,60,4,32,2020-06-18
CHEROKEE,58,1,34,2020-06-18
GARFIELD,53,1,45,2020-06-18
STEPHENS,48,1,40,2020-06-18
PITTSBURG,47,3,39,2020-06-18
CUSTER,46,0,35,2020-06-18
OTTAWA,42,2,34,2020-06-18
PAWNEE,41,2,35,2020-06-18
GARVIN,39,1,18,2020-06-18
OKMULGEE,32,0,28,2020-06-18
JACKSON,32,3,25,2020-06-18
SEMINOLE,31,3,28,2020-06-18
BEAVER,30,0,30,2020-06-18
NOWATA,27,1,22,2020-06-18
LINCOLN,26,2,20,2020-06-18
LOGAN,25,1,19,2020-06-18
LOVE,25,0,19,2020-06-18
MCINTOSH,25,1,13,2020-06-18
LE FLORE,25,1,14,2020-06-18
PONTOTOC,24,2,18,2020-06-18
NOBLE,24,0,10,2020-06-18
TILLMAN,23,1,22,2020-06-18
MARSHALL,21,0,11,2020-06-18
SEQUOYAH,21,3,15,2020-06-18
CRAIG,17,0,16,2020-06-18
KINGFISHER,13,0,12,2020-06-18
MURRAY,12,0,7,2020-06-18
BLAINE,12,0,9,2020-06-18
ATOKA,11,0,4,2020-06-18
WOODWARD,11,0,6,2020-06-18
BECKHAM,8,0,7,2020-06-18
JOHNSTON,8,0,5,2020-06-18
MAJOR,7,1,5,2020-06-18
OKFUSKEE,7,0,6,2020-06-18
LATIMER,7,1,5,2020-06-18
PUSHMATAHA,7,0,4,2020-06-18
HASKELL,7,0,6,2020-06-18
COAL,6,0,4,2020-06-18
KIOWA,6,0,4,2020-06-18
WOODS,5,0,4,2020-06-18
COTTON,5,2,3,2020-06-18
JEFFERSON,4,0,4,2020-06-18
DEWEY,4,0,2,2020-06-18
WASHITA,3,0,1,2020-06-18
HUGHES,3,0,3,2020-06-18
GRANT,2,0,2,2020-06-18
HARPER,1,0,1,2020-06-18
ALFALFA,1,0,1,2020-06-18
CIMARRON,1,0,1,2020-06-18
