ï»¿OBJECTID,IACountyID,FIPS,Name,State,Confirmed,Recovered,Deaths,last_updated,Country,pop_est_2018,individuals_tested,SHAPE_Length,SHAPE_Area
39,13,19025,Calhoun,IA,25,13,0,2020/06/18 15:45:17,USA,9699,735,1.73628628486417,0.161997583069679
40,40,19079,Hamilton,IA,135,71,0,2020/06/18 15:45:17,USA,14952,1576,1.71314143947394,0.163503770113021
41,42,19083,Hardin,IA,47,13,0,2020/06/18 15:45:17,USA,16868,1070,1.69000296456947,0.161385418032918
42,38,19075,Grundy,IA,25,17,0,2020/06/18 15:45:17,USA,12304,802,1.67802338743871,0.142127445949025
43,49,19097,Jackson,IA,14,10,0,2020/06/18 15:45:17,USA,19432,898,2.07834736694484,0.183296848633463
44,53,19105,Jones,IA,42,38,0,2020/06/18 15:45:17,USA,20744,1098,1.6299162569308,0.162684664504456
45,57,19113,Linn,IA,1048,853,80,2020/06/18 15:45:17,USA,225909,15114,1.80674092166282,0.204193692873201
46,6,19011,Benton,IA,49,41,1,2020/06/18 15:45:17,USA,25642,1520,1.80588730837179,0.202483172750458
47,86,19171,Tama,IA,429,347,29,2020/06/18 15:45:17,USA,16904,1915,1.80688300401416,0.203440469857114
48,67,19133,Monona,IA,52,21,0,2020/06/18 15:45:17,USA,8679,585,2.12316354201373,0.196795369826852
49,24,19047,Crawford,IA,629,360,2,2020/06/18 15:45:17,USA,17158,2503,1.85534418535146,0.201377793645609
50,14,19027,Carroll,IA,63,17,1,2020/06/18 15:45:17,USA,20154,1274,1.6197601288418,0.160534308640552
51,37,19073,Greene,IA,26,15,0,2020/06/18 15:45:17,USA,8981,560,1.62157185711836,0.160866715753459
52,8,19015,Boone,IA,103,52,1,2020/06/18 15:45:17,USA,26346,2057,1.62489466407202,0.161510465217336
53,85,19169,Story,IA,332,135,3,2020/06/18 15:45:17,USA,98105,4666,1.62511481218105,0.161547069415365
54,64,19127,Marshall,IA,952,593,18,2020/06/18 15:45:17,USA,39981,4877,1.62374952565441,0.161426130789666
55,23,19045,Clinton,IA,70,61,1,2020/06/18 15:45:17,USA,46518,2466,2.24361687413681,0.199530757525976
56,16,19031,Cedar,IA,54,50,1,2020/06/18 15:45:17,USA,18627,1264,1.63234594510688,0.163181818164524
57,43,19085,Harrison,IA,41,26,0,2020/06/18 15:45:17,USA,14134,801,2.15390456644706,0.196078880287994
58,83,19165,Shelby,IA,57,38,0,2020/06/18 15:45:17,USA,11578,611,1.74937315948455,0.165599269790057
59,5,19009,Audubon,IA,14,10,1,2020/06/18 15:45:17,USA,5506,289,1.50015453828969,0.124202963325951
60,39,19077,Guthrie,IA,60,43,3,2020/06/18 15:45:17,USA,10720,707,1.72265090697959,0.16608372356967
61,52,19103,Johnson,IA,685,482,8,2020/06/18 15:45:17,USA,151260,10369,1.84505285201909,0.174467390398262
62,25,19049,Dallas,IA,1048,682,29,2020/06/18 15:45:17,USA,90180,7512,1.68881467047954,0.165695923991871
63,48,19095,Iowa,IA,35,33,0,2020/06/18 15:45:17,USA,16141,1138,1.64529790199185,0.164521602033462
64,77,19153,Polk,IA,5297,2546,164,2020/06/18 15:45:17,USA,487204,38662,1.79851653423037,0.165798164756224
65,79,19157,Poweshiek,IA,95,84,8,2020/06/18 15:45:17,USA,18699,942,1.64560614400894,0.164235421919034
66,50,19099,Jasper,IA,287,202,17,2020/06/18 15:45:17,USA,37147,2507,1.89209025622817,0.205206542990887
67,82,19163,Scott,IA,417,366,10,2020/06/18 15:45:17,USA,173283,9925,1.9042879308868,0.131101028674465
68,70,19139,Muscatine,IA,577,499,43,2020/06/18 15:45:17,USA,42929,3748,1.6483485078502,0.125418794461856
69,78,19155,Pottawattamie,IA,549,347,11,2020/06/18 15:45:17,USA,93533,6970,2.6701405613069,0.26717770427194
70,15,19029,Cass,IA,16,14,0,2020/06/18 15:45:17,USA,12930,618,1.60199838221897,0.157431037196136
71,92,19183,Washington,IA,209,175,9,2020/06/18 15:45:17,USA,22141,1941,1.65656170409436,0.158972056822445
72,1,19001,Adair,IA,12,11,0,2020/06/18 15:45:17,USA,7063,343,1.61086976908435,0.158860246110915
73,54,19107,Keokuk,IA,18,14,1,2020/06/18 15:45:17,USA,10225,630,1.62594763010153,0.161616444275989
74,91,19181,Warren,IA,201,162,1,2020/06/18 15:45:17,USA,51056,3545,1.70656061378754,0.159602417083592
75,61,19121,Madison,IA,34,28,2,2020/06/18 15:45:17,USA,16249,871,1.60028745529922,0.15659955195822
76,62,19123,Mahaska,IA,108,83,15,2020/06/18 15:45:17,USA,22000,1111,1.61487375875982,0.15983170541375
77,63,19125,Marion,IA,41,32,0,2020/06/18 15:45:17,USA,33407,1476,1.60953916629708,0.158906678664242
78,58,19115,Louisa,IA,354,287,13,2020/06/18 15:45:17,USA,11169,1268,1.75283719716366,0.11609984092493
79,65,19129,Mills,IA,26,22,0,2020/06/18 15:45:17,USA,15063,1640,1.5081338641808,0.122132457358878
80,69,19137,Montgomery,IA,9,6,2,2020/06/18 15:45:17,USA,10003,581,1.42941494131685,0.117877281210496
81,2,19003,Adams,IA,7,5,0,2020/06/18 15:45:17,USA,3645,205,1.4306796476061,0.11799264030139
82,44,19087,Henry,IA,75,66,3,2020/06/18 15:45:17,USA,20067,1287,1.39048367232224,0.120982880824429
83,51,19101,Jefferson,IA,46,28,0,2020/06/18 15:45:17,USA,18381,933,1.44973415457871,0.121161607057882
84,88,19175,Union,IA,11,7,0,2020/06/18 15:45:17,USA,12359,807,1.43050961959233,0.11811537729096
85,90,19179,Wapello,IA,681,532,26,2020/06/18 15:45:17,USA,35205,3703,1.44530198981096,0.120895576009114
86,20,19039,Clarke,IA,91,67,1,2020/06/18 15:45:17,USA,9423,747,1.43809321574798,0.119709743384459
87,59,19117,Lucas,IA,25,16,3,2020/06/18 15:45:17,USA,8645,363,1.44258508735791,0.120474549754265
88,68,19135,Monroe,IA,48,40,6,2020/06/18 15:45:17,USA,7790,422,1.4424093876936,0.120378125777524
89,29,19057,Des Moines,IA,66,61,2,2020/06/18 15:45:17,USA,39138,2149,1.57405850996194,0.118960734514806
90,36,19071,Fremont,IA,4,2,0,2020/06/18 15:45:17,USA,6993,294,1.62288194461822,0.142660581927864
91,73,19145,Page,IA,18,13,0,2020/06/18 15:45:17,USA,15249,976,1.59150363876605,0.147859442418914
92,87,19173,Taylor,IA,74,20,0,2020/06/18 15:45:17,USA,6191,553,1.57094727247982,0.147630696055921
93,80,19159,Ringgold,IA,10,5,0,2020/06/18 15:45:17,USA,4968,325,1.56326766465177,0.148728871032954
94,89,19177,Van Buren,IA,11,10,0,2020/06/18 15:45:17,USA,7020,287,1.53592818808525,0.135569861036805
95,26,19051,Davis,IA,36,22,1,2020/06/18 15:45:17,USA,9017,490,1.52608960383686,0.139392794520039
96,27,19053,Decatur,IA,8,3,0,2020/06/18 15:45:17,USA,7890,345,1.55809398057972,0.147367102513795
97,93,19185,Wayne,IA,5,3,0,2020/06/18 15:45:17,USA,6401,234,1.5512558166716,0.14558185877792
98,4,19007,Appanoose,IA,17,11,3,2020/06/18 15:45:17,USA,12437,622,1.54004938261221,0.142517166196449
99,56,19111,Lee,IA,41,27,1,2020/06/18 15:45:17,USA,34055,1329,2.02947882960938,0.148544768599951
100,,0,Pending Investigation,IA,5,0,0,2020/06/18 15:45:17,Unknown,,1313,0.0109425719999763,6.80092135452429e-06
