County,Cases,Deaths,Recovered,ReportDate
OKLAHOMA,1070,46,830,2020-05-16
TULSA,776,37,642,2020-05-16
TEXAS,658,4,306,2020-05-16
CLEVELAND,466,36,398,2020-05-16
WASHINGTON,302,30,253,2020-05-16
COMANCHE,215,3,124,2020-05-16
WAGONER,136,17,100,2020-05-16
CANADIAN,116,3,96,2020-05-16
CADDO,112,10,77,2020-05-16
DELAWARE,95,16,71,2020-05-16
OSAGE,91,8,65,2020-05-16
MCCLAIN,86,2,76,2020-05-16
CREEK,83,7,72,2020-05-16
ADAIR,74,3,57,2020-05-16
ROGERS,72,5,63,2020-05-16
GREER,66,7,56,2020-05-16
GRADY,64,2,41,2020-05-16
POTTAWATOMIE,56,4,48,2020-05-16
KAY,49,7,40,2020-05-16
PAYNE,45,1,43,2020-05-16
PITTSBURG,38,3,35,2020-05-16
OTTAWA,34,2,31,2020-05-16
CHEROKEE,29,1,24,2020-05-16
MUSKOGEE,29,6,22,2020-05-16
PAWNEE,29,2,25,2020-05-16
MAYES,28,4,20,2020-05-16
STEPHENS,24,1,21,2020-05-16
GARFIELD,23,1,14,2020-05-16
NOWATA,23,0,20,2020-05-16
BEAVER,23,0,16,2020-05-16
TILLMAN,22,1,14,2020-05-16
JACKSON,21,1,18,2020-05-16
SEMINOLE,21,2,17,2020-05-16
LOGAN,18,1,16,2020-05-16
OKMULGEE,18,0,16,2020-05-16
LINCOLN,18,2,14,2020-05-16
GARVIN,15,1,13,2020-05-16
SEQUOYAH,14,3,9,2020-05-16
LE FLORE,13,1,11,2020-05-16
BRYAN,13,1,11,2020-05-16
CRAIG,13,0,11,2020-05-16
CUSTER,12,0,12,2020-05-16
PONTOTOC,11,2,8,2020-05-16
MCCURTAIN,11,0,9,2020-05-16
KINGFISHER,10,0,10,2020-05-16
MCINTOSH,10,0,5,2020-05-16
CARTER,8,1,4,2020-05-16
NOBLE,7,0,6,2020-05-16
BECKHAM,6,0,6,2020-05-16
MAJOR,6,1,3,2020-05-16
KIOWA,6,0,4,2020-05-16
LATIMER,5,1,4,2020-05-16
HASKELL,5,0,5,2020-05-16
COTTON,5,2,3,2020-05-16
MARSHALL,4,0,2,2020-05-16
JOHNSTON,3,0,3,2020-05-16
JEFFERSON,3,0,3,2020-05-16
LOVE,3,0,3,2020-05-16
BLAINE,3,0,0,2020-05-16
WOODS,3,0,3,2020-05-16
CHOCTAW,3,0,3,2020-05-16
OKFUSKEE,2,0,1,2020-05-16
DEWEY,2,0,2,2020-05-16
MURRAY,2,0,2,2020-05-16
GRANT,2,0,2,2020-05-16
HARPER,1,0,1,2020-05-16
PUSHMATAHA,1,0,1,2020-05-16
WASHITA,1,0,0,2020-05-16
ATOKA,1,0,1,2020-05-16
CIMARRON,1,0,1,2020-05-16
WOODWARD,1,0,1,2020-05-16
ALFALFA,1,0,1,2020-05-16
